# source, target, certainty, references, evidence
630,429,3,"array([ 19,  39, 132, 133, 203], dtype=int16)","array([2, 4, 5, 6, 8], dtype=int16)"
630,437,2,"array([ 39, 132, 133, 203], dtype=int16)","array([1, 2], dtype=int16)"
630,441,3,"array([ 39, 132, 133, 203], dtype=int16)","array([1, 2, 4, 5], dtype=int16)"
630,460,2,"array([ 40,  41, 132, 133, 203], dtype=int16)","array([1, 2], dtype=int16)"
630,462,2,"array([ 31, 132, 133, 203], dtype=int16)","array([1, 2], dtype=int16)"
630,463,2,"array([ 41, 132, 133, 203], dtype=int16)","array([1, 2], dtype=int16)"
630,466,3,"array([ 19, 132, 133, 203], dtype=int16)","array([1, 2, 4, 8], dtype=int16)"
630,470,3,"array([ 19, 132, 133, 203], dtype=int16)","array([2, 4, 5], dtype=int16)"
630,473,3,"array([ 19, 132, 133, 203], dtype=int16)","array([1, 2, 4, 8], dtype=int16)"
630,480,3,"array([ 19, 132, 133, 203], dtype=int16)","array([2, 4, 8], dtype=int16)"
630,481,2,"array([ 38,  41, 132, 133, 203], dtype=int16)","array([1, 2], dtype=int16)"
630,482,2,"array([ 39,  40, 132, 133, 203], dtype=int16)","array([1, 2], dtype=int16)"
630,486,2,"array([ 41, 132, 133, 203], dtype=int16)","array([1, 2], dtype=int16)"
630,490,2,"array([ 40,  41, 132, 133, 203], dtype=int16)","array([1, 2], dtype=int16)"
630,492,2,"array([ 39, 132, 133, 203], dtype=int16)","array([1, 2], dtype=int16)"
630,494,2,"array([ 39,  41, 132, 133, 203], dtype=int16)","array([1, 2], dtype=int16)"
630,495,3,"array([ 19,  45, 124, 125, 203], dtype=int16)","array([2, 4, 5], dtype=int16)"
630,496,2,"array([ 45, 124, 125, 203], dtype=int16)","array([1, 2], dtype=int16)"
630,497,2,"array([ 45, 132, 133, 203], dtype=int16)","array([1, 2], dtype=int16)"
630,498,2,"array([ 12, 124, 125, 203], dtype=int16)","array([2, 5], dtype=int16)"
630,499,2,"array([ 16,  41, 132, 133, 203], dtype=int16)","array([2, 8], dtype=int16)"
630,500,3,"array([  2,  16,  41, 132, 133, 203], dtype=int16)","array([ 2,  9, 10], dtype=int16)"
630,507,3,"array([  6,  78, 124, 125, 203], dtype=int16)","array([1, 2, 4], dtype=int16)"
631,250,3,"array([ 37, 108, 130], dtype=int16)","array([1, 4, 5], dtype=int16)"
631,251,3,"array([ 37, 108, 130], dtype=int16)","array([1, 4, 5], dtype=int16)"
631,253,3,"array([ 19,  41,  42,  97, 130], dtype=int16)","array([1, 4, 5], dtype=int16)"
631,254,3,"array([ 19,  42, 108, 130], dtype=int16)","array([1, 4, 5, 8], dtype=int16)"
631,255,3,"array([ 19, 108, 130], dtype=int16)","array([1, 4, 5], dtype=int16)"
631,262,1,"array([ 39,  40, 108, 130], dtype=int16)","array([1], dtype=int16)"
631,279,1,"array([ 38,  39,  40, 108, 130], dtype=int16)","array([1], dtype=int16)"
631,326,3,"array([ 43,  62, 108, 130], dtype=int16)","array([1, 3], dtype=int16)"
631,383,2,"array([ 64, 108, 130], dtype=int16)","array([1, 2], dtype=int16)"
631,418,3,"array([ 19, 108, 130], dtype=int16)","array([1, 4, 8], dtype=int16)"
631,422,3,"array([ 19, 108, 130], dtype=int16)","array([1, 4, 8], dtype=int16)"
631,438,3,"array([  6, 108, 130, 191], dtype=int16)","array([1, 3], dtype=int16)"
631,478,1,"array([ 40,  41, 108, 130], dtype=int16)","array([1], dtype=int16)"
631,488,1,"array([ 39, 108, 130], dtype=int16)","array([1], dtype=int16)"
631,530,3,"array([ 19, 108, 122, 130], dtype=int16)","array([1, 4, 5], dtype=int16)"
631,537,3,"array([  6, 108, 130], dtype=int16)","array([1, 3, 4], dtype=int16)"
632,252,1,"array([ 31,  38,  39,  40, 108, 130], dtype=int16)","array([1], dtype=int16)"
632,263,1,"array([ 46, 108, 130], dtype=int16)","array([1], dtype=int16)"
632,267,2,"array([ 19, 108, 130], dtype=int16)","array([1, 4], dtype=int16)"
632,268,2,"array([ 19, 108, 130], dtype=int16)","array([1, 4], dtype=int16)"
632,269,3,"array([ 19, 108, 130], dtype=int16)","array([1, 4, 5], dtype=int16)"
632,270,3,"array([ 19,  49, 108, 130], dtype=int16)","array([1, 2, 4, 8], dtype=int16)"
632,271,3,"array([ 19,  49, 108, 130], dtype=int16)","array([1, 4, 8], dtype=int16)"
632,272,3,"array([ 19, 108, 130], dtype=int16)","array([1, 4, 5], dtype=int16)"
632,273,3,"array([ 19,  50, 108, 130], dtype=int16)","array([1, 2, 4, 8], dtype=int16)"
632,275,3,"array([ 19, 108, 130], dtype=int16)","array([1, 4, 5, 8], dtype=int16)"
632,281,1,"array([ 31,  39,  41, 108, 130], dtype=int16)","array([1], dtype=int16)"
632,284,1,"array([ 40,  41,  54, 108, 130], dtype=int16)","array([1], dtype=int16)"
632,288,1,"array([ 53, 108, 130], dtype=int16)","array([1], dtype=int16)"
632,293,1,"array([ 38,  39,  40,  54, 108, 130], dtype=int16)","array([1], dtype=int16)"
632,302,1,"array([ 39, 108, 108, 130], dtype=int16)","array([1], dtype=int16)"
632,324,1,"array([ 61, 108, 130], dtype=int16)","array([1], dtype=int16)"
632,332,2,"array([ 62, 108, 130], dtype=int16)","array([1, 8], dtype=int16)"
632,338,2,"array([ 62, 108, 130], dtype=int16)","array([1, 8], dtype=int16)"
632,345,2,"array([ 62, 108, 130], dtype=int16)","array([1, 8], dtype=int16)"
632,349,1,"array([ 63, 108, 130], dtype=int16)","array([1], dtype=int16)"
632,374,1,"array([ 65, 108, 130], dtype=int16)","array([1], dtype=int16)"
632,388,1,"array([ 69, 108, 130], dtype=int16)","array([1], dtype=int16)"
632,400,1,"array([ 69, 108, 130], dtype=int16)","array([1], dtype=int16)"
632,423,3,"array([ 19, 108, 130], dtype=int16)","array([1, 4, 5], dtype=int16)"
632,434,3,"array([ 31,  39,  40,  41, 108, 130], dtype=int16)","array([1, 4, 8], dtype=int16)"
632,436,1,"array([ 39, 108, 130], dtype=int16)","array([1], dtype=int16)"
632,440,3,"array([  6, 108, 130], dtype=int16)","array([1, 3], dtype=int16)"
632,444,3,"array([ 19, 108, 130], dtype=int16)","array([1, 4, 5], dtype=int16)"
632,446,2,"array([ 19, 108, 130], dtype=int16)","array([1, 4], dtype=int16)"
632,448,2,"array([ 19, 108, 130], dtype=int16)","array([1, 4], dtype=int16)"
632,474,3,"array([ 19, 108, 130], dtype=int16)","array([1, 4, 8], dtype=int16)"
632,477,1,"array([ 41, 107, 213], dtype=int16)","array([1], dtype=int16)"
632,478,1,"array([ 39,  41, 108, 130], dtype=int16)","array([1], dtype=int16)"
632,479,3,"array([ 39, 108, 130], dtype=int16)","array([1, 4, 5, 8], dtype=int16)"
632,480,3,"array([ 19, 108, 130], dtype=int16)","array([1, 4, 8], dtype=int16)"
632,481,2,"array([ 38,  41, 108, 130], dtype=int16)","array([1, 2], dtype=int16)"
632,482,2,"array([ 39,  40, 108, 130], dtype=int16)","array([1, 2], dtype=int16)"
632,485,2,"array([ 39,  41, 108, 130], dtype=int16)","array([1, 2], dtype=int16)"
632,486,2,"array([ 41, 108, 130], dtype=int16)","array([1, 2], dtype=int16)"
632,490,1,"array([ 40,  41, 108, 130], dtype=int16)","array([1], dtype=int16)"
632,501,3,"array([  6, 108, 130], dtype=int16)","array([1, 3], dtype=int16)"
632,502,3,"array([  6,  19,  77, 108, 130], dtype=int16)","array([1, 4, 5], dtype=int16)"
632,503,3,"array([ 19, 108, 130], dtype=int16)","array([1, 4, 5], dtype=int16)"
632,504,3,"array([ 19, 108, 130], dtype=int16)","array([1, 4, 8], dtype=int16)"
632,505,2,"array([ 19, 108, 130], dtype=int16)","array([1, 4], dtype=int16)"
632,506,3,"array([ 19, 108, 130], dtype=int16)","array([1, 4, 5, 8], dtype=int16)"
632,507,2,"array([  6,  78, 108, 130], dtype=int16)","array([1, 4], dtype=int16)"
632,508,2,"array([ 19,  79, 108, 130], dtype=int16)","array([1, 4], dtype=int16)"
633,249,1,"array([ 31,  36, 130, 136], dtype=int16)","array([1], dtype=int16)"
633,260,1,"array([ 31, 130, 136], dtype=int16)","array([1], dtype=int16)"
633,263,1,"array([ 46, 130, 136], dtype=int16)","array([1], dtype=int16)"
633,283,1,"array([ 51, 130, 136], dtype=int16)","array([1], dtype=int16)"
633,284,1,"array([ 40,  41,  54, 130, 136], dtype=int16)","array([1], dtype=int16)"
633,298,1,"array([ 58, 130, 136], dtype=int16)","array([1], dtype=int16)"
633,301,1,"array([ 31,  39,  41, 130, 136], dtype=int16)","array([1], dtype=int16)"
633,303,1,"array([ 40, 130, 136], dtype=int16)","array([1], dtype=int16)"
633,308,1,"array([ 61, 130, 136], dtype=int16)","array([1], dtype=int16)"
633,309,1,"array([ 61, 130, 136], dtype=int16)","array([1], dtype=int16)"
633,311,1,"array([ 61, 130, 136], dtype=int16)","array([1], dtype=int16)"
633,312,1,"array([ 61, 130, 136], dtype=int16)","array([1], dtype=int16)"
633,314,1,"array([ 61, 130, 136], dtype=int16)","array([1], dtype=int16)"
633,315,1,"array([ 61, 130, 136], dtype=int16)","array([1], dtype=int16)"
633,316,1,"array([ 61, 130, 136], dtype=int16)","array([1], dtype=int16)"
633,317,1,"array([ 61, 130, 136], dtype=int16)","array([1], dtype=int16)"
633,369,1,"array([ 65, 130, 136], dtype=int16)","array([1], dtype=int16)"
633,375,1,"array([ 31,  67, 130, 136], dtype=int16)","array([1], dtype=int16)"
633,379,1,"array([ 39,  67, 130, 136], dtype=int16)","array([1], dtype=int16)"
633,384,1,"array([ 40, 130, 136], dtype=int16)","array([1], dtype=int16)"
633,391,1,"array([ 39,  40, 130, 136], dtype=int16)","array([1], dtype=int16)"
633,392,1,"array([ 39,  40,  41, 130, 136], dtype=int16)","array([1], dtype=int16)"
633,395,1,"array([ 31, 130, 136], dtype=int16)","array([1], dtype=int16)"
633,412,3,"array([ 19, 130, 136], dtype=int16)","array([1, 4, 5], dtype=int16)"
633,436,1,"array([ 39, 130, 136], dtype=int16)","array([1], dtype=int16)"
633,441,3,"array([ 39, 130, 136], dtype=int16)","array([1, 4, 5], dtype=int16)"
633,478,1,"array([ 40,  41, 130, 136], dtype=int16)","array([1], dtype=int16)"
633,489,1,"array([ 39,  40, 130, 136], dtype=int16)","array([1], dtype=int16)"
633,493,1,"array([ 41, 130, 136], dtype=int16)","array([1], dtype=int16)"
633,520,3,"array([ 19, 130, 136], dtype=int16)","array([1, 4, 5, 8], dtype=int16)"
633,539,2,"array([ 19, 130, 136], dtype=int16)","array([1, 4], dtype=int16)"
633,541,3,"array([ 19, 130, 136], dtype=int16)","array([1, 4, 5], dtype=int16)"
634,257,1,"array([ 39,  40, 133], dtype=int16)","array([1], dtype=int16)"
634,261,1,"array([ 38,  39,  40,  43, 133], dtype=int16)","array([1], dtype=int16)"
634,355,1,"array([ 65, 133], dtype=int16)","array([1], dtype=int16)"
634,400,1,"array([ 69, 133], dtype=int16)","array([1], dtype=int16)"
634,407,2,"array([ 19, 133], dtype=int16)","array([1, 4], dtype=int16)"
634,411,2,"array([ 19, 133], dtype=int16)","array([1, 4], dtype=int16)"
634,417,2,"array([ 19,  38,  39,  40, 133], dtype=int16)","array([1, 8], dtype=int16)"
634,425,3,"array([ 72, 133], dtype=int16)","array([1, 4, 5], dtype=int16)"
634,438,3,"array([  6, 133, 191], dtype=int16)","array([1, 3], dtype=int16)"
634,481,2,"array([ 39,  41, 133], dtype=int16)","array([1, 2], dtype=int16)"
634,482,2,"array([ 39,  40, 133], dtype=int16)","array([1, 2], dtype=int16)"
634,484,2,"array([ 39,  76, 133], dtype=int16)","array([1, 2], dtype=int16)"
635,256,2,"array([ 39,  40, 137], dtype=int16)","array([1, 2], dtype=int16)"
635,272,3,"array([ 19, 137], dtype=int16)","array([1, 2, 4, 5], dtype=int16)"
635,275,3,"array([ 19, 137], dtype=int16)","array([1, 2, 4, 5, 8], dtype=int16)"
635,281,2,"array([ 31,  39,  41, 137], dtype=int16)","array([1, 2], dtype=int16)"
635,284,2,"array([ 40,  41,  54, 137], dtype=int16)","array([1, 2], dtype=int16)"
635,286,2,"array([ 41,  54, 137], dtype=int16)","array([1, 2], dtype=int16)"
635,289,2,"array([137, 195], dtype=int16)","array([1, 2], dtype=int16)"
635,293,2,"array([ 38,  39,  40,  54, 137], dtype=int16)","array([1, 2], dtype=int16)"
635,302,2,"array([ 18, 137], dtype=int16)","array([1, 2], dtype=int16)"
635,324,2,"array([ 61, 137], dtype=int16)","array([1, 2], dtype=int16)"
635,332,3,"array([ 61, 137], dtype=int16)","array([1, 2, 8], dtype=int16)"
635,338,3,"array([ 61, 137], dtype=int16)","array([1, 2, 8], dtype=int16)"
635,345,3,"array([ 61, 137], dtype=int16)","array([1, 2, 8], dtype=int16)"
635,349,2,"array([ 61, 137], dtype=int16)","array([1, 2], dtype=int16)"
635,357,2,"array([ 65, 137], dtype=int16)","array([1, 2], dtype=int16)"
635,388,2,"array([ 69, 137], dtype=int16)","array([1, 2], dtype=int16)"
635,399,2,"array([ 40,  60, 137], dtype=int16)","array([1, 2], dtype=int16)"
635,416,3,"array([ 39,  40, 137], dtype=int16)","array([1, 2, 4, 8], dtype=int16)"
635,423,3,"array([ 19, 137], dtype=int16)","array([1, 2, 4, 5], dtype=int16)"
635,434,3,"array([ 31,  41,  44, 137], dtype=int16)","array([1, 2, 4, 8], dtype=int16)"
635,444,3,"array([ 19, 137], dtype=int16)","array([1, 2, 4, 5], dtype=int16)"
635,463,2,"array([ 40,  41, 137], dtype=int16)","array([1, 2], dtype=int16)"
635,464,3,"array([ 39, 137], dtype=int16)","array([1, 2, 4, 8], dtype=int16)"
635,465,3,"array([ 19, 137], dtype=int16)","array([1, 2, 4], dtype=int16)"
635,485,2,"array([ 39,  41, 137], dtype=int16)","array([1, 2], dtype=int16)"
635,490,2,"array([ 40,  41, 137], dtype=int16)","array([1, 2], dtype=int16)"
635,494,2,"array([ 39,  41, 137], dtype=int16)","array([1, 2], dtype=int16)"
635,513,3,"array([ 19, 137], dtype=int16)","array([1, 2, 4, 8], dtype=int16)"
635,517,3,"array([ 19, 137], dtype=int16)","array([1, 2, 4, 5, 8], dtype=int16)"
635,519,3,"array([  6,  18,  31,  80, 137], dtype=int16)","array([1, 2, 4, 7], dtype=int16)"
636,32,2,"array([ 12,  17, 138], dtype=int16)","array([2, 5], dtype=int16)"
636,35,3,"array([ 12,  17, 138], dtype=int16)","array([1, 2, 5], dtype=int16)"
636,37,3,"array([ 18, 138], dtype=int16)","array([1, 2, 5], dtype=int16)"
636,41,3,"array([ 18, 138], dtype=int16)","array([1, 2, 5], dtype=int16)"
636,43,3,"array([ 18, 138], dtype=int16)","array([1, 2, 5], dtype=int16)"
636,44,3,"array([ 18, 138], dtype=int16)","array([1, 2, 5], dtype=int16)"
636,58,3,"array([ 14,  18, 138], dtype=int16)","array([1, 2, 5], dtype=int16)"
636,65,3,"array([ 18, 138], dtype=int16)","array([1, 2, 5], dtype=int16)"
636,66,3,"array([ 18, 138], dtype=int16)","array([1, 2, 5], dtype=int16)"
636,73,3,"array([ 12,  18, 138], dtype=int16)","array([1, 2, 5], dtype=int16)"
636,80,3,"array([ 19, 138], dtype=int16)","array([1, 2, 4, 5], dtype=int16)"
636,89,3,"array([ 19, 138], dtype=int16)","array([1, 2, 5], dtype=int16)"
636,94,3,"array([ 19, 138], dtype=int16)","array([1, 2, 5], dtype=int16)"
636,97,3,"array([ 18, 138], dtype=int16)","array([1, 2, 5], dtype=int16)"
636,99,3,"array([ 12,  18, 138], dtype=int16)","array([1, 2, 5], dtype=int16)"
636,103,3,"array([138, 191], dtype=int16)","array([1, 2, 5], dtype=int16)"
636,107,3,"array([ 18, 138], dtype=int16)","array([1, 2, 5], dtype=int16)"
636,115,3,"array([ 18, 138], dtype=int16)","array([1, 2, 5], dtype=int16)"
636,117,3,"array([ 18,  24, 138], dtype=int16)","array([1, 2, 5], dtype=int16)"
636,121,3,"array([ 18,  24, 138], dtype=int16)","array([1, 2, 5], dtype=int16)"
636,125,3,"array([ 18, 138], dtype=int16)","array([1, 2, 5], dtype=int16)"
636,126,3,"array([ 18, 138], dtype=int16)","array([1, 2, 5], dtype=int16)"
636,130,3,"array([ 18, 138], dtype=int16)","array([1, 2, 5], dtype=int16)"
636,159,3,"array([ 18, 138], dtype=int16)","array([1, 2, 5], dtype=int16)"
636,161,3,"array([ 18, 138], dtype=int16)","array([1, 2, 5], dtype=int16)"
636,162,3,"array([ 19, 138], dtype=int16)","array([1, 2, 5], dtype=int16)"
636,172,3,"array([ 12,  18,  26, 138], dtype=int16)","array([1, 2, 5], dtype=int16)"
636,178,3,"array([ 18, 138], dtype=int16)","array([1, 2, 5], dtype=int16)"
636,186,3,"array([ 14,  18, 138], dtype=int16)","array([1, 2, 5], dtype=int16)"
636,190,3,"array([ 18, 138], dtype=int16)","array([1, 2, 5], dtype=int16)"
636,198,3,"array([138, 191], dtype=int16)","array([1, 2, 5], dtype=int16)"
636,203,3,"array([ 12,  18, 138], dtype=int16)","array([1, 2, 5], dtype=int16)"
636,206,3,"array([ 18, 138], dtype=int16)","array([1, 2, 5], dtype=int16)"
636,213,3,"array([ 14, 138], dtype=int16)","array([1, 2, 5], dtype=int16)"
636,215,3,"array([ 14, 138], dtype=int16)","array([1, 2, 5], dtype=int16)"
636,439,3,"array([ 38,  39, 138], dtype=int16)","array([1, 2, 5], dtype=int16)"
636,477,3,"array([ 40,  41, 138], dtype=int16)","array([1, 2, 5], dtype=int16)"
636,501,3,"array([  6, 138], dtype=int16)","array([2, 3, 5], dtype=int16)"
636,502,3,"array([  6,  54, 138], dtype=int16)","array([2, 4, 5], dtype=int16)"
637,250,3,"array([ 37, 139], dtype=int16)","array([1, 4, 5], dtype=int16)"
637,251,3,"array([ 37, 139], dtype=int16)","array([1, 4, 5], dtype=int16)"
637,253,3,"array([ 19,  40,  41, 139], dtype=int16)","array([1, 4, 5], dtype=int16)"
637,254,3,"array([ 19,  42, 139], dtype=int16)","array([1, 4, 5, 8], dtype=int16)"
637,255,3,"array([ 19, 139], dtype=int16)","array([1, 4, 5], dtype=int16)"
637,258,2,"array([ 19,  39, 139], dtype=int16)","array([1, 4], dtype=int16)"
637,259,3,"array([ 30,  31, 139], dtype=int16)","array([1, 4, 5], dtype=int16)"
637,261,1,"array([ 39,  40, 139], dtype=int16)","array([1], dtype=int16)"
637,262,1,"array([ 19, 139], dtype=int16)","array([1], dtype=int16)"
637,386,1,"array([ 31, 139], dtype=int16)","array([1], dtype=int16)"
637,408,3,"array([ 19, 139], dtype=int16)","array([1, 4, 5], dtype=int16)"
637,417,2,"array([ 19,  38,  39, 139], dtype=int16)","array([1, 8], dtype=int16)"
637,418,3,"array([ 19, 139], dtype=int16)","array([1, 4, 8], dtype=int16)"
637,483,2,"array([ 75, 139], dtype=int16)","array([1, 2], dtype=int16)"
637,484,2,"array([ 39,  76, 139], dtype=int16)","array([1, 2], dtype=int16)"
637,537,3,"array([  6, 139], dtype=int16)","array([1, 3, 4], dtype=int16)"
637,555,2,"array([ 39, 139], dtype=int16)","array([1, 2], dtype=int16)"
637,556,1,"array([ 39, 139], dtype=int16)","array([1], dtype=int16)"
637,573,2,"array([ 89,  94, 139], dtype=int16)","array([1, 6], dtype=int16)"
638,1,3,"array([  1,   2, 106, 108, 140], dtype=int16)","array([1, 2, 9], dtype=int16)"
638,31,3,"array([ 12,  33, 106, 108, 140], dtype=int16)","array([1, 2, 5], dtype=int16)"
638,35,2,"array([ 12,  33, 106, 108, 140], dtype=int16)","array([1, 2], dtype=int16)"
638,39,2,"array([ 14, 106, 108, 140], dtype=int16)","array([1, 2], dtype=int16)"
638,63,2,"array([ 18, 106, 108, 140], dtype=int16)","array([1, 2], dtype=int16)"
638,80,2,"array([ 19, 106, 108, 140], dtype=int16)","array([1, 2], dtype=int16)"
638,98,2,"array([ 18, 106, 108, 140], dtype=int16)","array([1, 2], dtype=int16)"
638,108,2,"array([ 18, 106, 108, 140], dtype=int16)","array([1, 2], dtype=int16)"
638,154,2,"array([ 14,  18, 106, 108, 140], dtype=int16)","array([1, 2], dtype=int16)"
638,177,2,"array([ 19, 106, 108, 140], dtype=int16)","array([1, 2], dtype=int16)"
638,186,2,"array([ 14,  18, 106, 108, 140], dtype=int16)","array([1, 2], dtype=int16)"
638,201,2,"array([ 18, 106, 108, 140], dtype=int16)","array([1, 2], dtype=int16)"
638,226,3,"array([ 11, 106, 108, 140], dtype=int16)","array([1, 2, 3], dtype=int16)"
638,250,3,"array([ 37, 106, 108, 140], dtype=int16)","array([1, 2, 4, 5], dtype=int16)"
638,251,3,"array([ 37, 106, 108, 140], dtype=int16)","array([1, 2, 4, 5], dtype=int16)"
638,257,2,"array([ 39,  40, 106, 108, 140], dtype=int16)","array([1, 2], dtype=int16)"
638,258,3,"array([ 19,  39, 106, 108, 140], dtype=int16)","array([1, 2, 4], dtype=int16)"
638,259,3,"array([ 19, 106, 108, 140], dtype=int16)","array([1, 2, 4, 5], dtype=int16)"
638,261,2,"array([ 38,  39,  40,  43, 106, 108, 140], dtype=int16)","array([1, 2], dtype=int16)"
638,262,2,"array([ 39,  40, 106, 108, 140], dtype=int16)","array([1, 2], dtype=int16)"
638,283,2,"array([ 43, 106, 108, 140], dtype=int16)","array([1, 2], dtype=int16)"
638,308,2,"array([ 61, 106, 108, 140], dtype=int16)","array([1, 2], dtype=int16)"
638,309,2,"array([ 61, 106, 108, 140], dtype=int16)","array([1, 2], dtype=int16)"
638,369,2,"array([ 65, 106, 108, 140], dtype=int16)","array([1, 2], dtype=int16)"
638,387,2,"array([ 31, 106, 108, 140], dtype=int16)","array([1, 2], dtype=int16)"
638,411,3,"array([ 19, 106, 108, 140], dtype=int16)","array([1, 2, 4], dtype=int16)"
638,484,2,"array([ 39,  76, 106, 108, 140], dtype=int16)","array([1, 2], dtype=int16)"
638,487,3,"array([  2,  18,  19, 106, 108, 140], dtype=int16)","array([1, 2, 4, 8, 9], dtype=int16)"
638,489,2,"array([ 39,  41, 106, 108, 140], dtype=int16)","array([1, 2], dtype=int16)"
638,534,3,"array([ 19, 106, 108, 140], dtype=int16)","array([1, 2, 4, 8], dtype=int16)"
638,565,3,"array([  1,   2,  87,  88, 106, 108, 140], dtype=int16)","array([1, 2, 9], dtype=int16)"
638,566,2,"array([  1,  88, 106, 108, 140], dtype=int16)","array([1, 2], dtype=int16)"
638,567,2,"array([ 88, 106, 108, 140], dtype=int16)","array([1, 2], dtype=int16)"
638,573,2,"array([ 89,  94, 106, 108, 140], dtype=int16)","array([1, 2], dtype=int16)"
638,574,3,"array([ 90, 106, 108, 140], dtype=int16)","array([1, 2, 6], dtype=int16)"
638,578,2,"array([ 89,  90, 106, 108, 140], dtype=int16)","array([1, 2], dtype=int16)"
638,580,3,"array([  2,   6,  87, 106, 108, 140], dtype=int16)","array([1, 2, 6], dtype=int16)"
638,697,2,"array([  7, 106, 108, 140, 189], dtype=int16)","array([1, 2], dtype=int16)"
639,565,3,"array([  1,   2,  87,  88, 106], dtype=int16)","array([1, 2, 9], dtype=int16)"
639,566,2,"array([  1,  88, 106], dtype=int16)","array([1, 2], dtype=int16)"
639,567,2,"array([ 88, 106], dtype=int16)","array([1, 2], dtype=int16)"
639,574,3,"array([  1, 106], dtype=int16)","array([1, 2, 6], dtype=int16)"
639,580,3,"array([  1,   6,  89, 106], dtype=int16)","array([1, 2, 6], dtype=int16)"
639,670,3,"array([  2, 106, 166], dtype=int16)","array([1, 2, 3, 9], dtype=int16)"
639,676,3,"array([106, 155, 166], dtype=int16)","array([1, 2, 3], dtype=int16)"
639,693,1,"array([106, 183, 184], dtype=int16)","array([2], dtype=int16)"
639,694,1,"array([106, 171, 174], dtype=int16)","array([2], dtype=int16)"
639,695,3,"array([106, 186], dtype=int16)","array([2, 3], dtype=int16)"
639,697,1,"array([106, 161, 189], dtype=int16)","array([2], dtype=int16)"
639,698,1,"array([106, 161, 189], dtype=int16)","array([2], dtype=int16)"
640,560,3,"array([  2,   6,  83,  85, 141], dtype=int16)","array([1, 2, 3, 9], dtype=int16)"
640,562,3,"array([ 83, 136, 141], dtype=int16)","array([1, 2, 3], dtype=int16)"
640,564,3,"array([ 83, 136, 141], dtype=int16)","array([1, 2, 3], dtype=int16)"
641,249,2,"array([ 31,  36, 125, 141], dtype=int16)","array([1, 2], dtype=int16)"
641,257,2,"array([ 39,  40, 125, 141], dtype=int16)","array([1, 2], dtype=int16)"
641,262,2,"array([ 39,  40, 125, 141], dtype=int16)","array([1, 2], dtype=int16)"
641,266,3,"array([ 48, 125, 141], dtype=int16)","array([1, 2, 7], dtype=int16)"
641,283,2,"array([ 51, 125, 141], dtype=int16)","array([1, 2], dtype=int16)"
641,300,2,"array([ 31,  39,  40, 125, 141], dtype=int16)","array([1, 2], dtype=int16)"
641,301,2,"array([ 31,  39,  41, 125, 141], dtype=int16)","array([1, 2], dtype=int16)"
641,357,2,"array([ 65, 125, 141], dtype=int16)","array([1, 2], dtype=int16)"
641,359,2,"array([ 65, 125, 141], dtype=int16)","array([1, 2], dtype=int16)"
641,417,3,"array([ 19,  38,  39,  40, 125, 141], dtype=int16)","array([1, 2, 8], dtype=int16)"
641,441,3,"array([ 39, 125, 133], dtype=int16)","array([1, 2, 4, 5], dtype=int16)"
641,477,2,"array([ 40,  41, 125, 141], dtype=int16)","array([1, 2], dtype=int16)"
641,487,3,"array([  2,  18,  19, 125, 141], dtype=int16)","array([1, 2, 4, 8, 9], dtype=int16)"
641,491,2,"array([ 39,  40, 125, 141], dtype=int16)","array([1, 2], dtype=int16)"
641,507,3,"array([  6,  78, 125, 141], dtype=int16)","array([1, 2, 4], dtype=int16)"
641,529,3,"array([ 19, 125, 141], dtype=int16)","array([1, 2, 4, 5], dtype=int16)"
641,566,2,"array([  1,  88, 125, 141], dtype=int16)","array([1, 2], dtype=int16)"
641,573,3,"array([ 89,  94, 125, 141], dtype=int16)","array([1, 2, 6], dtype=int16)"
642,252,2,"array([ 31,  38,  39,  40, 109, 141], dtype=int16)","array([1, 2], dtype=int16)"
642,257,2,"array([ 39,  40, 109, 142], dtype=int16)","array([1, 2], dtype=int16)"
642,259,3,"array([ 19, 141, 142], dtype=int16)","array([1, 2, 4, 5], dtype=int16)"
642,265,3,"array([141, 142], dtype=int16)","array([1, 2, 4], dtype=int16)"
642,278,2,"array([141, 142], dtype=int16)","array([1, 2], dtype=int16)"
642,279,2,"array([141, 142], dtype=int16)","array([1, 2], dtype=int16)"
642,283,2,"array([ 51, 141, 142], dtype=int16)","array([1, 2], dtype=int16)"
642,292,2,"array([141, 142], dtype=int16)","array([1, 2], dtype=int16)"
642,301,2,"array([141, 142], dtype=int16)","array([1, 2], dtype=int16)"
642,378,3,"array([ 67, 141, 142], dtype=int16)","array([1, 2, 8], dtype=int16)"
642,379,2,"array([141, 142], dtype=int16)","array([1, 2], dtype=int16)"
642,392,2,"array([141, 142], dtype=int16)","array([1, 2], dtype=int16)"
642,393,2,"array([141, 142], dtype=int16)","array([1, 2], dtype=int16)"
642,394,2,"array([141, 142], dtype=int16)","array([1, 2], dtype=int16)"
642,395,2,"array([141, 142], dtype=int16)","array([1, 2], dtype=int16)"
642,396,2,"array([141, 142], dtype=int16)","array([1, 2], dtype=int16)"
642,397,2,"array([141, 142], dtype=int16)","array([1, 2], dtype=int16)"
642,416,3,"array([141, 142], dtype=int16)","array([1, 2, 4, 8], dtype=int16)"
642,425,3,"array([ 72, 141, 142], dtype=int16)","array([1, 2, 4, 5], dtype=int16)"
642,442,3,"array([ 73, 141, 142], dtype=int16)","array([1, 2, 4, 5], dtype=int16)"
642,475,2,"array([ 39, 141, 142], dtype=int16)","array([1, 2], dtype=int16)"
