# index, organization, location, vid, name, gender, _pos
962,0,,2344,James William Hazeldean,1,"array([18.33337175, 37.44167759])"
963,972417513,0354 OSLO,183,MAMUT ASA,0,"array([21.75812465, -5.03126692])"
964,0,,1161,Eilert Giertsen Hanoa,1,"array([21.02505752, -5.96722968])"
965,0,,1174,Einar Haugstad,1,"array([22.40128845, -5.93188478])"
966,0,,2480,Jan Tellef Thorleifsson,1,"array([23.25565801, -5.9549941 ])"
967,0,,3429,Lill-Ann Bråthen,2,"array([21.88102555, -6.7018573 ])"
968,0,,3447,Line Beate Bøhler Jebsen,2,"array([23.26116032, -4.9289235 ])"
969,0,,5278,Thorolf Kildal,1,"array([22.49125018, -4.19192195])"
970,989734229,4033 STAVANGER,184,MARACC - MARINE ACCURATE WELL ASA,0,"array([-8.47029486, 12.5736696 ])"
971,0,,635,Berit Rynning,2,"array([-9.23291526, 12.00696154])"
972,0,,1118,Dionne Rochelle Chouest,2,"array([-9.60129488, 13.12539564])"
973,0,,3857,Morten Ulstein,1,"array([-8.8981174 , 13.88724486])"
974,0,,4031,Øivind Lund,1,"array([-7.54914438, 10.84230408])"
975,0,,4199,Øyvind Jordanger,1,"array([-7.98697459, 13.59755138])"
976,930501778,5012 BERGEN,185,MARINE FARMS ASA,0,"array([  4.63380041, -18.29016697])"
977,0,,115,Andre Aarøen,1,"array([  5.14812208, -21.02716657])"
978,0,,264,Anne Sofie Bjørkholt,2,"array([  3.67364118, -19.9051118 ])"
979,0,,5541,Tove Pedersen Berge,2,"array([  3.60254812, -18.32469819])"
980,964118191,0161 OSLO,186,MARINE HARVEST ASA,0,"array([22.4509481 , 47.63283823])"
981,0,,2961,Kathrine Mo,2,"array([21.2057024 , 48.10155945])"
982,0,,3380,Leif Frode Onarheim,1,"array([22.02823965, 48.90389324])"
983,0,,4845,Solveig Strand,2,"array([21.34539463, 46.97545415])"
984,0,,5401,Tor Olav Trøim,1,"array([23.16510991, 48.7331268 ])"
985,863769132,4841 ARENDAL,187,MARKEDSKRAFT ASA,0,"array([ 2.02824917, 13.96318796])"
986,0,,222,Anne Fredriksen,2,"array([ 2.6141199 , 14.82051742])"
987,0,,2906,Karin Ylva Karlgren,2,"array([ 2.54683064, 13.19500788])"
988,0,,4713,Rune Valle,1,"array([ 1.48895692, 14.87660583])"
989,879342732,0283 OSLO,188,MASTER MARINE ASA,0,"array([24.227557  , 42.77036539])"
990,0,,619,Bente Thiis Thornton,2,"array([22.78893314, 42.25250542])"
991,0,,2563,Jetmund Hanssen,1,"array([24.23191729, 41.56103246])"
992,0,,4510,Rebekka Glasser Herlofsen,2,"array([25.33746313, 43.20056061])"
993,0,,5322,Tom Røtjer,1,"array([25.30733131, 42.04485897])"
994,936656013,0484 OSLO,189,MEDI-STIM ASA,0,"array([-0.05328906, 14.15202692])"
995,0,,1009,Christian Thomas Fekete,1,"array([-0.3828613 , 16.17024454])"
996,0,,2094,Helge Ranvik,1,"array([ 0.19071242, 15.22205354])"
997,0,,2882,Kari Mette Tjølsen Pah,2,"array([-1.21614031, 14.19392941])"
998,0,,3472,Lise Sofie Haug Nissen-Meyer,2,"array([-0.9796651 , 15.16932662])"
999,990412820,5014 BERGEN,190,MEDIA NORGE ASA,0,"array([-26.12807754,  28.9910777 ])"
1000,0,,874,Camilla Jarlsby,2,"array([-25.899569 ,  27.9485084])"
1001,0,,1116,Didrik Oskar Munch,1,"array([-27.13890347,  29.34646484])"
1002,0,,1988,Harald Sigurd Pedersen,1,"array([-25.33577031,  29.66219878])"
1003,976800842,0373 OSLO,191,MEDSAFE ASA,0,"array([-42.3203262 ,   1.66142585])"
1004,0,,2387,Jan Erik Mikkelborg,1,"array([-41.07834176,   1.66617732])"
1005,0,,3382,Leif Håkon Strøm,1,"array([-41.80171112,   2.73659781])"
1006,0,,3732,Merete Anne Lütken,2,"array([-43.52243924,   2.44768522])"
1007,0,,5354,Tone Sandsdalen Elton,2,"array([-41.79448537,   0.58006516])"
1008,0,,5675,Vidar Fjeld Lillebø,1,"array([-43.08436417,   0.74844594])"
1009,914348803,2390 MOELV,192,Moelven Industrier ASA,0,"array([ 1.75705478, 42.98188667])"
1010,0,,1261,Elisabeth Krokeide,2,"array([ 1.17752453, 41.83700553])"
1011,0,,1788,Guro Vale Kvavik,2,"array([ 1.79255207, 44.26182506])"
1012,0,,2269,Ingrid Dahl Hovland,2,"array([ 2.76427151, 43.77074846])"
1013,0,,4039,Ola Mørkved Rinnan,1,"array([ 0.51227829, 42.70973462])"
1014,0,,5031,Svein Eivindson Skorstad,1,"array([ 2.29973068, 41.81174433])"
1015,0,,5042,Svein Haare,1,"array([ 2.98948449, 42.67638162])"
1016,0,,5512,Torstein Amund Opdahl,1,"array([ 0.7772729 , 43.78836371])"
1017,989776002,1366 LYSAKER,193,MPU OFFSHORE LIFT ASA,0,"array([  1.71035973, -27.105507  ])"
1018,0,,3068,Kjell Ola Jørgensen,1,"array([  1.03261709, -27.98803948])"
1019,0,,3213,Kristin Farstad,2,"array([  0.71268848, -25.38484666])"
1020,0,,3337,Lars Peder Solstad,1,"array([  1.98474221, -28.51841024])"
1021,0,,3947,Nina Merethe Wiley,2,"array([  2.70281457, -26.69197878])"
1022,0,,5403,Tor Ole Olsen,1,"array([  2.84076699, -27.87072516])"
1023,814520242,7800 NAMSOS,194,Namsos Trafikkselskap ASA,0,"array([44.33703127, 13.93960851])"
1024,0,,2494,Jane Hennie Sandvik Rasmussen,2,"array([43.24651459, 14.9884201 ])"
1025,0,,2520,Jarle Ketil Rasmussen,1,"array([45.58282335, 14.49716752])"
1026,0,,2886,Kari Rolstad,2,"array([43.81509133, 12.98716419])"
1027,0,,3391,Leif Johansen,1,"array([45.03494343, 15.24873435])"
1028,0,,3466,Lise Bedsvaag Mjøsund,2,"array([45.81419183, 13.63044209])"
1029,0,,3581,Mari Anne Hoff,2,"array([44.44027014, 12.37826892])"
1030,0,,3755,Michael Jan Momyr,1,"array([45.21288335, 12.95136021])"
1031,0,,3985,Odd Reidar Øie,1,"array([44.134365  , 15.25507234])"
1032,0,,4093,Ole Dag Rustad,1,"array([43.00166521, 14.12777549])"
1033,0,,5679,Vidar Kjesbu,1,"array([42.9178079, 13.1735415])"
1034,987774339,1366 LYSAKER,195,NATTOPHARMA ASA,0,"array([22.90074986,  2.78706338])"
1035,0,,976,Christian Bartlett Teig,1,"array([24.07309731,  2.87475341])"
1036,0,,3453,Line Ravlo-Losvik,2,"array([23.61215598,  3.80426981])"
1037,0,,4893,Stein Vidar Westbye,1,"array([24.12504461,  1.90568461])"
1038,0,,5215,Theresa Comiskey Olsen,2,"array([23.03257413,  1.70959124])"
1039,989230700,4020 STAVANGER,196,NAUST ASA,0,"array([  9.93708409, -11.86091277])"
1040,0,,2707,Jon Grude Gjedebo,1,"array([  8.77246427, -10.49308278])"
1041,0,,5434,Tore Gjedebo,1,"array([ 11.11272152, -12.41907707])"
1042,0,,5523,Torunn Lange Gjedebo,2,"array([ 10.12589142, -13.06956987])"
1043,985012059,1366 LYSAKER,197,NAVAMEDIC ASA,0,"array([-8.36963376, 24.54130095])"
1044,0,,571,Benedicte Heidenreich Fossum,2,"array([-9.58277223, 25.54425422])"
1045,0,,585,Bengt Roland Sandström,1,"array([-8.88437849, 26.14662686])"
1046,0,,1841,Halvor Stenstadvold,1,"array([-7.40767616, 22.01403765])"
1047,0,,2602,Johan Reinsli,1,"array([-7.42525735, 25.04886557])"
1048,0,,2856,Karen Marie Ulshagen,2,"array([-8.01850466, 25.90562794])"
1049,0,,3708,Masha Paule Nathalie Legris Strømme,2,"array([-9.45209227, 24.60700325])"
1050,988696366,4841 ARENDAL,198,NAVITAS CAPITAL MANAGEMENT ASA,0,"array([41.50468719, 29.96293312])"
1051,0,,213,Anne Cathrine Fodstad,2,"array([42.06372428, 31.02720707])"
1052,0,,1493,Finn Olav Berglie,1,"array([42.67999094, 29.75359166])"
1053,0,,1716,Gudleik Njå,2,"array([41.6595345 , 28.79876318])"
1054,0,,3862,Naja Dannow,2,"array([40.68973814, 30.82326078])"
1055,0,,4011,Oddvar Fodstad,1,"array([40.46143044, 29.42841882])"
1056,965340343,1366 LYSAKER,200,NEAS ASA,0,"array([ 7.62467999, 30.13690887])"
1057,0,,265,Anne Sofie Myrmel Bruun-Olsen,2,"array([ 8.36459071, 31.0503117 ])"
1058,0,,559,Bård Brath Ingerø,1,"array([ 7.03866657, 31.19049293])"
1059,0,,1114,Diderik Børsting Schnitler,1,"array([ 8.47992526, 32.23419858])"
1060,0,,3865,Narve Reiten,1,"array([ 8.87119235, 30.06170181])"
1061,950421363,0255 OSLO,201,NEMI FORSIKRING ASA,0,"array([-44.14968053,  15.82356295])"
1062,0,,230,Anne Gro Sundby,2,"array([-44.62725742,  14.83120361])"
1063,0,,2160,Hjalmar A Sigurthorsson,1,"array([-45.16815173,  16.34548928])"
1064,0,,4149,Oskar Baldvin Hauksson,1,"array([-43.70439896,  16.870262  ])"
1065,0,,4766,Sigurdur Vidarsson,1,"array([-43.13829527,  15.32658229])"
1066,965361413,0484 OSLO,202,NETCOM ASA,0,"array([36.54482759, 30.65227837])"
1067,0,,644,Berndt Kenneth Karlberg,1,"array([37.47353426, 31.16170877])"
1068,0,,2275,Ingrid Maria Stenmark,2,"array([36.56506599, 29.59774855])"
1069,0,,3716,Mats Gøran Salomonsson,1,"array([35.67224855, 31.28546465])"
1070,976546180,0184 OSLO,203,NETFONDS BANK ASA,0,"array([37.49612158, 35.2236231 ])"
1071,0,,546,Axel Dammann,1,"array([36.74508545, 34.8201606 ])"
1072,0,,1263,Elisabeth Magnus,2,"array([36.41327569, 35.81611834])"
1073,0,,1990,Harald Sperlin Thorstensen,1,"array([38.37697243, 35.11978681])"
1074,0,,3403,Leif Sven Helmich Pedersen,1,"array([38.29478227, 36.18445952])"
1075,988861391,0184 OSLO,204,NETFONDS HOLDING ASA,0,"array([37.33643468, 36.04134277])"
1076,0,,3233,Kristin Vold,2,"array([37.09663189, 37.25590057])"
1077,986011889,3241 SANDEFJORD,205,NETSHOP ASA,0,"array([ 2.98626846, 33.6409868 ])"
1078,0,,2435,Jan Magne Borgen,1,"array([ 2.91841465, 31.90321744])"
1079,0,,4318,Per Erik Burud,1,"array([ 3.69319187, 34.67589675])"
1080,0,,5546,Trine Danielsen,2,"array([ 2.35723293, 34.7170451 ])"
1081,980954633,0658 OSLO,206,NETWORK SOLUTIONS NORWAY ASA,0,"array([15.25238059, 31.54478008])"
1082,0,,607,Bente Iren Larsen,2,"array([16.32643458, 31.42905843])"
1083,0,,1464,Fabian Tobias Falch,1,"array([14.46853007, 32.28409027])"
1084,0,,4959,Stig Bjarne Larsen,1,"array([14.69886261, 30.67090436])"
1085,890619312,3241 SANDEFJORD,207,NEXTCOM HOLDING ASA,0,"array([ 26.55791622, -10.34973769])"
1086,0,,1777,Günter Siegfried Wolf,1,"array([26.08413498, -9.40436972])"
1087,0,,3593,Maria Elisabet Andreassen,2,"array([ 25.89527692, -11.15099616])"
1088,0,,4191,Øyvind Bjørnstad,1,"array([ 27.57688497, -10.61382436])"
1089,965662952,1366 LYSAKER,208,NORD POOL ASA,0,"array([-15.47500193, -23.49835734])"
1090,0,,603,Bente Hagem,2,"array([-16.22873283, -22.15546163])"
1091,0,,819,Bo Lennart Krantz,1,"array([-14.40251946, -22.4399739 ])"
1092,0,,1439,Eva Lilly Granly Fredriksen,2,"array([-17.02529664, -23.75468691])"
1093,0,,1444,Eva Maria Jäderberg,2,"array([-16.63988295, -22.92778739])"
1094,0,,2451,Jan Olof Magnusson,1,"array([-15.30357932, -22.17610849])"
1095,0,,2816,Juha  Matti Sakari Kekkonen,1,"array([-16.41172663, -24.41096788])"
1096,0,,2933,Karl Peter Thelin,1,"array([-15.67600056, -25.00067053])"
1097,0,,3966,Odd Håkon Hoelsæter,1,"array([-14.45646407, -23.38049586])"
1098,0,,4030,Øivind Kristian Rue,1,"array([-14.82450956, -24.56383041])"
1099,0,,4718,Rut Eva Elisabeth Westberg,2,"array([-13.70462502, -24.13748471])"
1100,980247899,1366 LYSAKER,209,NORD POOL CLEARING ASA,0,"array([-12.27129068, -24.61321412])"
1101,0,,1625,Geir Reigstad,1,"array([-11.55321134, -23.71271875])"
1102,0,,1705,Gro Becher,2,"array([-11.12036425, -25.01684532])"
1103,0,,5481,Torger Nils Lien,1,"array([-12.30870401, -25.75485993])"
1104,911044110,0368 OSLO,210,NORDEA BANK NORGE ASA,0,"array([26.85913508, 14.93701302])"
1105,0,,240,Anne Karin Kvam,2,"array([27.83210375, 14.13233001])"
1106,0,,983,Christian Clausen,1,"array([27.53291065, 15.9794627 ])"
1107,0,,1315,Erik Arne Liljedahl,1,"array([28.30248092, 15.15616712])"
1108,0,,2028,Hege Marie Norheim,2,"array([24.81418439, 14.62139598])"
1109,984648820,0884 OSLO,211,NORDIAG ASA,0,"array([-23.15418378, -19.011224  ])"
1110,0,,163,Ann-Kristin Hageløkken,2,"array([-23.95873848, -18.08734255])"
1111,0,,894,Carl Erik Mathias Uhlen,1,"array([-21.95368189, -18.75045205])"
1112,0,,1272,Elke Elfriede Holinski-Feder,2,"array([-22.76228564, -17.82439153])"
1113,0,,1668,Gisela Marie Sitbon,2,"array([-23.53039751, -20.20962981])"
1114,0,,1914,Hans Johan Hekland,1,"array([-24.34482425, -19.28016877])"
1115,0,,4575,Robert Edward Bruce Allnutt,1,"array([-22.32803581, -19.93303364])"
1116,988393460,1363 H&Oslash;VIK,212,NORDIC HEALTH ASA,0,"array([-29.42519526,  -0.81249932])"
1117,0,,1494,Finn Pedersen,1,"array([-30.72903648,  -0.3941133 ])"
1118,0,,2943,Karstein Gjersvik,1,"array([-29.55080085,  -2.00874394])"
1119,0,,3053,Kjell Hetland,1,"array([-27.45405196,  -0.5854702 ])"
1120,0,,3801,Monica Staff,2,"array([-30.60780503,  -1.52379659])"
1121,0,,3937,Nina Cecilie Herud,2,"array([-29.81088018,   0.32958381])"
1122,990919321,0250 OSLO,213,NORDIC HEAVY LIFT ASA,0,"array([22.84172526, 35.61682877])"
1123,0,,1023,Christine Rødsæther,2,"array([24.00998894, 35.50587043])"
1124,0,,1301,Endre Ording Sund,1,"array([23.37794201, 36.69245727])"
1125,0,,2395,Jan Frederik Dyvi,1,"array([23.03758709, 34.4734135 ])"
1126,0,,4573,Robert Boer,1,"array([21.99858334, 36.42391272])"
1127,0,,5542,Tove Raanes,2,"array([21.7979126 , 35.05372867])"
1128,989796739,0250 OSLO,214,NORDIC MINING ASA,0,"array([ -7.72987928, -18.04310416])"
1129,0,,218,Anne Dæhlie,2,"array([ -6.50900394, -17.23503602])"
1130,0,,645,Bernhard Mellbye,1,"array([ -8.68271775, -19.21890558])"
1131,0,,871,Camilla Fiskevoll,2,"array([ -8.91577608, -18.11157078])"
1132,0,,1067,Dag Øivind Dvergsten,1,"array([ -7.0537673 , -16.60389929])"
1133,0,,4335,Per Havdal,1,"array([ -7.57756075, -19.22844025])"
1134,976745493,1639 GAMLE FREDRIKSTAD,215,NORDIC PETROLEUM ASA,0,"array([ 24.98119134, -28.89637678])"
1135,0,,3067,Kjell Øivind Hansen,1,"array([ 25.94459567, -28.24753933])"
1136,0,,3479,Liv-Runi Ekeland Syvertsen,2,"array([ 23.79661876, -28.85522231])"
1137,0,,3480,Liv Allison Vaage,2,"array([ 24.67127944, -27.76293139])"
1138,0,,4023,Øistein Nyberg,1,"array([ 25.90134424, -29.63752745])"
1139,0,,4304,Per Bolstad,1,"array([ 24.57824759, -29.99131231])"
1140,986192190,0370 OSLO,216,NORDIC PRECIOUS METALS ASA,0,"array([-14.67637874, -35.18999136])"
1141,0,,4396,Per Stølsnes Ravlo,1,"array([-14.02356917, -34.30440781])"
1142,0,,5011,Svanhild Torun Odden,2,"array([-15.7414193 , -35.28168232])"
1143,0,,5471,Tore Vrålstad,1,"array([-14.2657613 , -36.15748611])"
1144,966011726,7052 TRONDHEIM,217,NORDIC SEMICONDUCTOR ASA,0,"array([26.15824131,  8.28735519])"
1145,0,,60,Alf Olsen,1,"array([27.86301083,  8.06926491])"
1146,0,,3032,Kjell Bråthen,1,"array([27.11875758,  7.57186064])"
1147,0,,3227,Kristin Skogen Lund,2,"array([27.70189533,  9.00189589])"
1148,0,,5431,Tore Engebretsen,1,"array([26.85666837,  9.30197876])"
1149,979711360,0101 OSLO,218,NORDISK ENERGIFORVALTNING ASA,0,"array([ 9.80256491, -0.93542447])"
1150,0,,1326,Erik Edvard Tønnesen,1,"array([10.0014565 , -2.02614679])"
1151,0,,1767,Gunnar Norheim,1,"array([ 8.92682707, -1.55792984])"
1152,0,,3643,Marie Helena Levander,2,"array([ 9.62802884, -0.04997236])"
1153,0,,5412,Torbjørn Gladsø,1,"array([10.8987875 , -1.05345307])"
1154,914713196,8002 BOD&Oslash;,219,NORDLANDSBANKEN ASA,0,"array([-9.39269537, -5.17119037])"
1155,0,,2230,Ingebjørg Helene Glad Pedersen,2,"array([-10.97763793,  -5.6228519 ])"
1156,0,,4154,Ottar Ertzeid,1,"array([-9.37728124, -6.72552067])"
1157,0,,4237,Pål Skoe,1,"array([-10.48562493,  -6.67513843])"
1158,0,,5162,Terje Halvorsen,1,"array([-10.47462569,  -4.64756148])"
1159,0,,5248,Thor Andersen,1,"array([-10.03401169,  -5.93590127])"
1160,0,,5553,Trine Loe,2,"array([-8.58837785, -5.98047722])"
1161,819731322,0278 OSLO,220,NORGESGRUPPEN ASA,0,"array([ 2.84187216, 29.51387623])"
1162,0,,19,Åge Thoresen,1,"array([ 3.74327978, 31.04808769])"
1163,0,,69,Alvhild Hedstein,2,"array([ 4.2421863 , 30.28203312])"
1164,0,,228,Anne Grethe Hage,2,"array([ 3.04332765, 30.47710431])"
1165,0,,612,Bente Lie Nilsen,2,"array([ 4.23554551, 29.35659171])"
1166,0,,2598,Johan Johannson,1,"array([ 3.50727026, 28.68179611])"
1167,0,,2721,Jon Reidar Gundersen,1,"array([ 1.80425749, 29.63904825])"
1168,0,,3155,Knut Hartvig Johannson,1,"array([ 1.5270647, 30.5313298])"
1169,0,,5122,Sverre Lorentzen,1,"array([ 2.28129987, 31.04329679])"
1170,986759808,1366 LYSAKER,221,NORMAN ASA,0,"array([25.21578602,  5.6065868 ])"
1171,0,,38,Alexander Maria Paiusco,1,"array([25.9317072 ,  4.72648335])"
1172,0,,627,Berit Aarvaag Stokke,2,"array([26.577388  ,  6.06282141])"
1173,0,,3494,Liv Marit Lundby,2,"array([26.83649246,  5.1807641 ])"
1174,0,,4486,Rainer Arno Rüppel,1,"array([25.58633472,  6.59967484])"
1175,979441002,1366 LYSAKER,222,NORSE ENERGY CORP. ASA,0,"array([-1.57015575, 23.72887321])"
1176,0,,2959,Kathleen Ruth Arthur,2,"array([-1.9372578 , 20.52707095])"
1177,0,,3470,Lise Marie Heien Langaard,2,"array([-1.80981505, 25.03526525])"
1178,0,,4447,Petter Mannsverk Andresen,1,"array([-0.76459028, 24.66115089])"
1179,914778271,0283 OSLO,223,Norsk Hydro ASA,0,"array([ 0.39713145, 12.25315166])"
1180,0,,1693,Grete Faremo,2,"array([-0.6441767 , 11.97540328])"
1181,0,,2218,Inge Ketil Hansen,1,"array([-0.53072258, 12.96761757])"
1182,0,,5208,Terje Vareberg,1,"array([ 0.85279597, 13.13518579])"
1183,963342624,0161 OSLO,224,NORSK TILLITSMANN ASA,0,"array([12.75026926, 39.57790813])"
1184,0,,639,Berit Stokke,2,"array([12.37740081, 40.7280888 ])"
1185,0,,3350,Lars Tronsgaard,1,"array([12.07602552, 38.6128654 ])"
1186,0,,3741,Mette Cecilie Skaug,2,"array([13.59277646, 40.40422513])"
1187,0,,4103,Ole Henrik Bjørge,1,"array([11.55961229, 39.78292057])"
1188,911750961,1326 LYSAKER,225,NORSKE SKOGINDUSTRIER ASA,0,"array([-13.78084718,  11.07276189])"
1189,0,,1839,Halvor Bjørken,1,"array([-14.25500061,  12.24891821])"
1190,0,,2865,Kari Broberg,2,"array([-14.87855831,  10.62345779])"
1191,0,,3002,Kim Wahl,1,"array([-15.11353332,  11.656576  ])"
1192,0,,3488,Liv Gisele Marchand,2,"array([-17.77522718,  13.43544627])"
1193,989622668,0154 OSLO,226,NORTHERN LOGISTIC PROPERTY ASA,0,"array([-11.765133  ,   3.76834445])"
1194,0,,598,Bente Bømark Hanssen,2,"array([-12.98510323,   3.8147284 ])"
1195,0,,1769,Gunnar Reitan,1,"array([-11.37638839,   7.18936091])"
1196,0,,4480,Ragnhild Merete Myhrstad,2,"array([-12.88175649,   1.9982866 ])"
1197,989094823,6706 M&Aring;L&Oslash;Y,227,NORWAY PELAGIC ASA,0,"array([ 37.37653742, -20.60653356])"
1198,0,,3274,Lars Arne Bauge,1,"array([ 37.94839511, -19.5732245 ])"
1199,0,,3665,Marit Solberg,2,"array([ 38.54715118, -20.83299793])"
1200,0,,3787,Mona Lindal,2,"array([ 36.28932084, -21.11143679])"
1201,0,,4647,Rolf Steinar Domstein,1,"array([ 37.51641578, -21.80485951])"
1202,0,,4764,Sigurd Strand Teige,1,"array([ 36.55360069, -19.74737845])"
1203,965920358,1330 FORNEBU,228,NORWEGIAN AIR SHUTTLE ASA,0,"array([ -3.50199454, -26.40731436])"
1204,0,,758,Bjørn Halvor Kise,1,"array([ -1.67584034, -25.76542256])"
1205,0,,1337,Erik Gunnar Braathen,1,"array([ -3.77099775, -25.40407039])"
1206,0,,3484,Liv Berstad,2,"array([ -4.67765047, -27.22738347])"
1207,0,,3637,Marianne Wergeland Jenssen,2,"array([ -3.67615051, -27.53319962])"
1208,0,,4037,Ola Krohn-Fagervoll,1,"array([ -4.77219278, -26.14319282])"
1209,987989297,4005 STAVANGER,229,NORWEGIAN ENERGY COMPANY ASA,0,"array([ 6.35454302, 12.44106665])"
1210,0,,2628,John Anthony Hogan,1,"array([ 7.10537768, 13.44937844])"
1211,0,,4603,Roger O Neil,1,"array([ 5.40601749, 12.63240488])"
1212,0,,5217,Therese Log Bergjord,2,"array([ 6.11697539, 13.60534015])"
1213,991281924,0184 OSLO,230,NORWEGIAN FINANS HOLDING ASA,0,"array([ -0.30516985, -23.51366825])"
1214,0,,156,Anita Marie Hjerkinn Aarnæs,2,"array([ -1.25305335, -22.95454452])"
1215,0,,1347,Erik Jensen,1,"array([ -1.00185525, -24.36343523])"
1216,0,,1553,Frode Erling Foss,1,"array([  0.66299298, -23.86705057])"
1217,988622036,0250 OSLO,231,NORWEGIAN PROPERTY ASA,0,"array([-23.94997292,  18.6017092 ])"
1218,0,,202,Anne Birgitte Fossum,2,"array([-25.11309026,  16.31476365])"
1219,0,,2800,Jostein Devold,1,"array([-25.09535275,  19.2137343 ])"
1220,0,,5514,Torstein Ingvald Tvenge,1,"array([-24.20560705,  19.82361076])"
1221,981119487,0160 OSLO,232,NOS CLEARING ASA,0,"array([-8.64434539,  0.17765277])"
1222,891055722,0161 OSLO,233,NRP ASSET MANAGEMENT ASA,0,"array([-9.8871412, 48.0378844])"
1223,0,,986,Christian Frederik Ness,1,"array([-9.44352178, 48.99979795])"
1224,0,,4171,Øystein Bøe,1,"array([-10.9744272 ,  48.07494883])"
1225,0,,4495,Randi Anita Næsheim,2,"array([-9.35606738, 47.03166631])"
1226,988264091,0161 OSLO,234,NRP SECURITIES ASA,0,"array([-8.87236517, 45.98523258])"
1227,0,,893,Carl Erik Krefting,1,"array([-7.82545479, 45.75628021])"
1228,0,,5609,Truls Holthe,1,"array([-9.43333892, 45.09893569])"
1229,937917376,9620 KVALSUND,235,NUSSIR ASA,0,"array([37.98569378, 13.44301603])"
1230,0,,382,Arne Nicander,1,"array([37.48482813, 14.50821228])"
1231,0,,823,Bodil Alteren,2,"array([37.78378145, 12.27772929])"
1232,0,,3087,Kjell Viggo Halvorsen,1,"array([38.99694305, 12.88073715])"
1233,0,,3318,Lars Marius Brelin Furu,1,"array([38.80796708, 14.26233738])"
1234,0,,5551,Trine Hartmann Klungland,2,"array([36.8169576, 13.2927609])"
1235,966033967,0160 OSLO,236,NUTRI PHARMA ASA,0,"array([ -1.71156861, -27.8655208 ])"
1236,0,,10,Ada Merethe Stokstad Kjeseth,2,"array([ -0.68963207, -27.87525838])"
1237,0,,1082,Daniel Paul Henry Laroque,1,"array([ -2.69419608, -28.5635243 ])"
1238,0,,3301,Lars Henrik Høie,1,"array([ -1.97857518, -29.30451088])"
1239,0,,4802,Sissel Anita Engen,2,"array([ -0.97274021, -29.05631218])"
1240,976769643,4313 SANDNES,237,OCEAN RIG ASA,0,"array([-2.47237499, 10.78572228])"
1241,0,,1041,Colette Lewiner,2,"array([-2.57505352, 14.0534771 ])"
1242,0,,1590,Geir Aune,1,"array([-3.16486827, 12.05621212])"
1243,0,,1650,George Stephen Finley,1,"array([-3.66136318, 10.32179106])"
1244,0,,2734,Jonathan Robert Aisbitt,1,"array([-2.19932779, 11.80664908])"
1245,0,,3640,Marie-Louise Papworth,1,"array([-2.70887283,  9.7836693 ])"
1246,0,,4406,Peter Allan Goode,1,"array([-3.71061039, 11.27837159])"
1247,988788945,5232 PARADIS,238,OCEANTEAM ASA,0,"array([ 11.11223505, -21.02251499])"
1248,0,,29,Aksel Martin Økland,1,"array([ 10.51928028, -21.97888306])"
1249,0,,248,Anne Kverneland Bogsnes,2,"array([ 11.37978509, -22.52963341])"
1250,0,,920,Catharina Petronella Johanna Pos,2,"array([ 12.57407475, -21.08608804])"
1251,0,,2137,Hessel Halbesma,1,"array([ 11.93854938, -20.25322599])"
1252,0,,3003,Kine Beyer Bruvik,2,"array([  9.31822355, -19.39158291])"
1253,0,,5729,Willem Korndörffer,1,"array([ 12.19481664, -21.99177336])"
1254,868251662,6063 HJ&Oslash;RUNGAV&Aring;G,239,ODIM ASA,0,"array([ 3.44721637, 19.73073654])"
1255,0,,1280,Ellen Olsen,2,"array([ 3.93466688, 20.92946416])"
1256,0,,3951,Njål Sævik,1,"array([ 2.93569422, 21.00297776])"
1257,914594685,0050 OSLO,240,Olav Thon Eiendomsselskap ASA,0,"array([ 5.92840604, 48.90646344])"
1258,0,,3224,Kristin Normann,2,"array([ 6.16839935, 50.10719937])"
1259,0,,4081,Olav Thon,1,"array([ 4.99231284, 49.68227176])"
1260,0,,4184,Øystein Trøseid,1,"array([ 4.77026739, 48.47120381])"
1261,0,,4750,Signe Moland,2,"array([ 5.69857138, 47.70543064])"
1262,0,,4981,Stig Olav Jacobsen,1,"array([ 7.10079336, 49.32324963])"
1263,0,,5049,Svein Kristian Leer-Salvesen,1,"array([ 6.88896309, 48.13100349])"
1264,974529459,0175 OSLO,241,OPERA SOFTWARE ASA,0,"array([ 20.64459782, -25.70523919])"
1265,0,,2890,Kari Stautland,2,"array([ 20.98510451, -26.8510783 ])"
1266,0,,3340,Lars Rabæk Boilesen,1,"array([ 19.7306209 , -24.98485333])"
1267,0,,3763,Michael von Tetzschner,1,"array([ 21.80711474, -25.73353426])"
1268,0,,4772,Silvija Seres,2,"array([ 20.98513577, -24.57289822])"
1269,0,,5733,William J Raduchel,1,"array([ 19.706476  , -26.40175138])"
1270,888395652,4056 TANANGER,242,OPRA TECHNOLOGIES ASA,0,"array([32.38285186, -3.07430919])"
1271,0,,435,Arve Johnsen,1,"array([32.84530852, -1.99295653])"
1272,0,,1892,Hans Christian Lous,1,"array([31.38812257, -3.67057763])"
1273,0,,2056,Heidi Van Der Kooij,2,"array([32.6496388 , -4.22089406])"
1274,0,,2159,Hiroko Mowill,2,"array([33.5584691 , -3.19587426])"
1275,0,,4629,Rolf Jan Mowill,1,"array([31.51275226, -2.29372954])"
1276,963117000,5012 BERGEN,243,OPTIMUM ASA,0,"array([  5.95906817, -11.88872286])"
1277,0,,3806,Morten Ågnes,1,"array([  5.3647935 , -12.91849778])"
