# index, _graphml_vertex_id, _pos
1281,DM Consultants,"array([2.57480722, 2.98248566])"
1282,West View Pharmacy,"array([2.59275894, 3.18543513])"
1283,Dragonfly Ltd.,"array([2.67700621, 2.97085954])"
1284,Te Rau Matatini,"array([2.54651203, 2.98219616])"
1285,Health Care Aotearoa,"array([2.78656102, 3.08762734])"
1286,New Zealand Research Centre for Urban Ecology,"array([2.7015935 , 2.92481655])"
1287,Ministry of Transport,"array([2.74920101, 3.07356721])"
1288,AgResearch,"array([2.65261127, 2.93072317])"
1289,Whangarei Heads Landcare Forum,"array([2.67214698, 2.8763519 ])"
1290,Active Health,"array([2.75495293, 3.1205518 ])"
1291,Whanganui Regional Museum,"array([2.73730404, 2.99153739])"
1292,Totally Vets Ltd,"array([2.53033261, 2.85574503])"
1293,Medlab Central,"array([2.57868638, 3.02716664])"
1294,ECoast Limited,"array([2.75339562, 2.92182194])"
1295,Auckland-Waikato Fish and Game Council,"array([2.78014761, 3.0152776 ])"
1296,Coast to Coast Health Centre,"array([2.60364489, 3.20868698])"
1297,Penny and Associates Ltd,"array([2.57331907, 3.07728985])"
1298,MAGAK,"array([2.74722771, 2.99232512])"
1299,Civil Aviation Authority,"array([2.53663087, 2.97176281])"
1300,Nelson Marlborough Regional Council,"array([2.68550511, 2.93348576])"
1301,Forensic and Industrial Science Ltd,"array([2.48242724, 3.05645774])"
1302,Stuart Barnes Optical Design,"array([2.74965759, 3.02585513])"
1303,Heritage New Zealand Pouhere Taonga,"array([2.44679506, 3.10476724])"
1304,Wellington City Council,"array([2.64169327, 2.99450917])"
1305,Statistics New Zealand,"array([2.65507516, 2.9989327 ])"
1306,Farm Cove Observatory,"array([2.6157834 , 3.00530685])"
1307,Summit-Quinphos (NZ) Ltd,"array([2.70431577, 2.9573149 ])"
1308,Canterbury Museum,"array([2.66048343, 3.00074364])"
1309,Office of the Prime Minister's Chief Science Advisor,"array([2.6785701 , 2.82018094])"
1310,Ade Consultants,"array([2.52954141, 3.15660488])"
1311,Child and Youth Health,"array([2.55019353, 3.11063317])"
1312,Topajka Shaw Consulting Limited,"array([2.70215446, 3.17666207])"
1313,Bennett Scientific,"array([2.69255222, 3.05451773])"
1314,Dairy Consultants Ltd.,"array([2.56129924, 2.92100564])"
1315,Tru-Test Limited,"array([2.44118902, 3.08463002])"
1316,Fox and Associates-Consulting Surveyors,"array([2.76299417, 3.00953425])"
1317,Telecom New Zealand Ltd,"array([2.75116253, 3.04561854])"
1318,Fern Research Foundation,"array([2.73608128, 2.98053849])"
1319,Deepwater Group Ltd,"array([2.72107082, 2.92674305])"
1320,Bruce Shallard and Associates,"array([2.95957174, 2.26866389])"
1321,DEA Research Software Surgery Ltd.,"array([2.51330901, 3.15168383])"
1322,Southern Institute of Technology,"array([2.69034415, 3.18945   ])"
1323,Ministry for Primary Industry,"array([2.70947593, 3.0500547 ])"
1324,Holmes Consulting Group,"array([2.67743905, 3.00176741])"
1325,BRANZ Ltd.,"array([2.70645385, 3.00851749])"
1326,GroPlus Ltd.,"array([1.90410786, 2.65828336])"
1327,Manaaki Te Awanui,"array([2.60803842, 2.96315427])"
1328,Broken Hills Gold Co,"array([2.54262957, 3.14911652])"
1329,Spinal Cord Society New Zealand,"array([2.76447884, 2.98671025])"
1330,Colin Christian Ltd.,"array([2.69042203, 3.16130159])"
1331,Wairarapa Alcohol and Drug Service,"array([2.6316705 , 3.10555399])"
1332,Albany Basin Accident and Medical Centre,"array([2.59088836, 3.20837375])"
1333,Inner Zest Ltd.,"array([2.53358425, 3.14872595])"
1334,Positive Thinking Ltd,"array([2.4832716 , 3.15720545])"
1335,Southern Paprika Limited,"array([2.51959088, 2.85031063])"
1336,Synapt Consulting Limited,"array([2.72837939, 2.97412678])"
1337,NorthTec,"array([2.66198793, 2.95887564])"
1338,Refugees as Survivors New Zealand,"array([2.52844215, 3.08931755])"
1339,Diversity NZ,"array([2.52564425, 3.0236289 ])"
1340,Tu Kotahi Maori Asthma Trust,"array([2.61108885, 3.01309686])"
1341,FitzRoy of Merivale,"array([2.73949129, 2.97166759])"
1342,Veterinary Services Hawke's Bay Ltd.,"array([2.53730901, 2.87092177])"
1343,Harris Consulting,"array([2.69245672, 2.90915213])"
1344,Compac Sorting Equipment Ltd.,"array([2.5213873 , 2.98495606])"
1345,Skin Dermatology Institute,"array([2.51792801, 3.05027671])"
1346,Lewis and Barrow Ltd.,"array([2.73230957, 3.00594852])"
1347,Catmed,"array([2.66882536, 2.89108483])"
1348,Hawke's Bay Regional Council,"array([2.64791924, 2.96358735])"
1349,Spotswood College,"array([2.77911038, 3.00561255])"
1350,Eaton Power Quality Ltd.,"array([2.81650036, 3.07922077])"
1351,Seradigm Limited,"array([2.71630966, 2.85862118])"
1352,The Busy Nice,"array([2.47279877, 3.03171274])"
1353,Te Taiwhenua o Heretaunga,"array([2.52143   , 2.94199132])"
1354,Walnut Industry Group,"array([2.51483789, 2.87459224])"
1355,New Zealand AIDS Foundation,"array([2.58962441, 3.10127695])"
1356,Breast Care and Screening Services,"array([2.51986946, 3.03809561])"
1357,Youth Specialty Service,"array([2.68703564, 3.19947859])"
1358,PLANTwise Services Ltd,"array([2.63378335, 2.77672809])"
1359,Geothermal Engineering Ltd,"array([2.497435  , 3.08530806])"
1360,Victoria University of Wellington,"array([2.6817245 , 3.02091606])"
1361,Optimal Sports,"array([2.5417933 , 2.96154708])"
1362,Sextant Technology Ltd.,"array([2.67366807, 2.93537507])"
1363,IAG,"array([2.80862361, 3.07072823])"
1364,Center for Backyard Astrophysics,"array([2.57115122, 2.96002841])"
1365,Hauora Waikato Group,"array([2.54959281, 2.99867985])"
1366,Information Technology Research Ltd,"array([2.50379848, 2.97323065])"
1367,Environmental Restoration Ltd,"array([2.76346226, 2.87711406])"
1368,Centennial Health,"array([2.70111988, 3.18679312])"
1369,Dobbie Engineers Ltd.,"array([2.73358967, 3.22678663])"
1370,Lucas Industries (NZ) Ltd.,"array([2.47610711, 3.10656698])"
1371,Huntly Community Link,"array([1.91122589, 3.40978216])"
1372,Kia Maia Ltd.,"array([3.44342391, 2.91524072])"
1373,Te Reo a Taiao Ngati Raukawa Environmental Resource Unit Charitable Trust,"array([2.61147608, 2.84625276])"
1374,New Zealand Agricultural Greenhouse Gas Research Centre,"array([2.70866226, 2.95027604])"
1375,New Zealand Homebased Early Childhood Education Association,"array([2.70879518, 3.07423325])"
1376,FullSpectrum Ltd.,"array([2.77757994, 2.96133524])"
1377,GHD Centre Level Napier St.,"array([2.50212904, 3.12754307])"
1378,Environmental Management Services,"array([2.80586173, 2.97790366])"
1379,Waitakere Union Health Centre,"array([2.65302433, 3.14415109])"
1380,Manaia Health Primary Health Organisation,"array([2.54264617, 3.04912516])"
1381,New Zealand Qualifications Authority,"array([2.77127774, 3.013392  ])"
1382,Maori Pharmacists Association,"array([2.6156186 , 3.10831769])"
1383,ULTI Pharmaceuticals,"array([2.56940542, 2.97136321])"
1384,Foot Science International Ltd.,"array([2.72711722, 3.14207439])"
1385,Ectus Ltd,"array([2.7568698 , 2.90123326])"
1386,World Wide Fund For Nature New Zealand,"array([2.75684297, 2.93174955])"
1387,Christchurch City Council,"array([2.6877385 , 2.99680771])"
1388,Waitemata Specialist Centre,"array([2.59783881, 3.1982501 ])"
1389,Steel Construction New Zealand Inc.,"array([2.65474284, 3.10306183])"
1390,Springer Healthcare,"array([2.44712782, 3.05732728])"
1391,Wellington Institute of Technology,"array([2.64385499, 3.0158424 ])"
1392,Rauawaawa Kaumatua Charitable Trust,"array([2.57663966, 3.08551227])"
1393,Wellington International Airport Limited,"array([2.52867738, 2.8654733 ])"
1394,Amity Health Centre,"array([2.65139534, 3.17828965])"
1395,AFT Pharmaceuticals Ltd,"array([2.6386963 , 3.11987616])"
1396,Centre for Research Evaluation and Social Assessment,"array([2.81928721, 2.98822166])"
1397,GEOKEM,"array([2.73302947, 3.02984787])"
1398,Insect Science Solutions,"array([2.66423206, 2.88195393])"
1399,Cancer Society of New Zealand,"array([2.64861355, 3.05820393])"
1400,International Earth Sciences IESE Ltd.,"array([2.66347532, 3.0483194 ])"
1401,Horizons Regional Council,"array([2.65466507, 2.95591394])"
1402,Aqualinc Research Ltd.,"array([2.6735636 , 2.99404149])"
1403,Pyrotek,"array([2.71628651, 3.05843702])"
1404,GF McLaren Research Limited,"array([2.48921357, 2.89693762])"
1405,Omahu Urology Clinic,"array([2.67960148, 3.109244  ])"
1406,Aquaculture New Zealand,"array([2.67893551, 2.98037163])"
1407,Golden Bay Cement,"array([2.50178856, 3.13645001])"
1408,New Zealand Employment Service and Work and Income New Zealand,"array([2.89733699, 3.09544128])"
1409,Selwyn Rakaia Vet Services,"array([2.70634392, 2.85996843])"
1410,Pacific Women's Health Research and Development Unit,"array([2.56514102, 3.07726903])"
1411,Nelson Marlborough Fish and Game,"array([2.71237976, 3.02674065])"
1412,Toitu Te Whenua,"array([2.69812197, 3.19693434])"
1413,Mission Heights Primary School,"array([2.71708806, 2.91745104])"
1414,Marlborough Wine Research Center,"array([2.60148113, 2.95794124])"
1415,KEA Consultant,"array([2.8318467, 3.8147648])"
1416,Zelam Limited,"array([2.60165246, 2.96660168])"
1417,Office of Hon Steven Joyce,"array([2.5319819 , 2.88886583])"
1418,Uscom,"array([2.53610535, 3.02846209])"
1419,ProCare Health Limited,"array([2.57624621, 3.11265516])"
1420,Wind Farm Developments Ltd.,"array([2.59248565, 2.81991528])"
1421,Millenium Institute of Sport and Health,"array([2.44050179, 2.97963966])"
1422,Sanders Consulting Ltd.,"array([2.61737425, 3.01310211])"
1423,Quintessence Developments Ltd.,"array([2.75044021, 3.0951364 ])"
1424,Biomarine Ltd.,"array([2.46633506, 3.03905605])"
1425,Wellington Regional Plastic,"array([2.65931012, 3.17329941])"
1426,Global Public Health Company Ltd,"array([2.61069561, 3.05061285])"
1427,Potter Building Services Ltd.,"array([2.55261138, 2.96741838])"
1428,Fonterra,"array([2.62857281, 2.99226078])"
1429,Northcott Research Consultants Ltd.,"array([2.64707368, 2.98850967])"
1430,National Association of Steel-Framed Housing Inc,"array([2.59162408, 3.15339037])"
1431,Tauranga Boys' College,"array([2.63789393, 2.83397322])"
1432,New Zealand Forestry Ltd,"array([2.7627603 , 2.89027613])"
1433,LeaderBrand Produce Ltd.,"array([2.51007018, 2.89769031])"
1434,R and D Insight,"array([2.52061056, 3.23288443])"
1435,Pipfruit New Zealand,"array([2.59826463, 2.89922005])"
1436,NaeNae Medical Centre,"array([2.56016169, 3.06482938])"
1437,Waikato Breast Cancer Trust,"array([2.52792273, 3.03339191])"
1438,New Zealand Institute of Natural Medicines,"array([2.47523432, 2.96617146])"
1439,Kumeu Observatory,"array([2.62486544, 3.02148274])"
1440,Priestley Structural Engineering,"array([2.66566189, 3.07553578])"
1441,Independent Petroleum Laboratory,"array([2.52863261, 2.98847585])"
1442,Hush Interiors Ltd,"array([2.7907915 , 3.09561556])"
1443,Carey Baptist College,"array([2.46297547, 3.03009945])"
1444,Inner City Women's Group,"array([2.47055116, 3.08101851])"
1445,Columba College,"array([2.64941062, 3.18754509])"
1446,STOP Adolescent Programme,"array([2.80947085, 3.09788266])"
1447,FMR GROUP LTD,"array([2.55158626, 2.92149495])"
1448,Wrybill Birding Tours,"array([2.7195334, 2.9540689])"
1449,Neuren Pharmaceuticals,"array([2.50178907, 3.16079474])"
1450,Genetic Technologies Ltd.,"array([2.55008189, 2.89206742])"
1451,Southern Cross Hospital,"array([2.69038999, 3.10628078])"
1452,Kiwi Wildlife,"array([2.75395805, 2.95434814])"
1453,Pan Pac Forest Products,"array([3.31296794, 2.56440309])"
1454,Youth Horizons Trust,"array([2.48960628, 3.08110646])"
1455,Child Poverty Action Group,"array([2.48023669, 3.08233517])"
1456,GISMAPED,"array([1.82280288, 2.89743769])"
1457,Southern Veterinary Centre,"array([2.75071292, 2.84244479])"
1458,Quigley and Watts Ltd.,"array([2.70849289, 3.11180495])"
1459,Ornithological Society of New Zealand,"array([2.6758345 , 2.98699427])"
1460,Canterbury Soil and Plant Limited,"array([2.67529481, 2.8670791 ])"
1461,Dunedin Heat Pumps Limited,"array([2.64391936, 3.17215922])"
1462,Ngati Whakaue Tribal Lands Inc,"array([2.75299675, 2.86069494])"
1463,Tauranga Urology Research,"array([2.59659324, 3.09826951])"
1464,Tai Tamariki Kindergarten,"array([2.80357034, 2.94587488])"
1465,Christchurch Vascular Group,"array([2.69971957, 3.07819933])"
1466,Tamatea Tairawhiti Limited,"array([2.48833736, 3.08967967])"
1467,Auckland Surgical Centre,"array([2.56921124, 3.18350095])"
1468,CRL Energy Ltd.,"array([2.72417846, 3.05432841])"
1469,The Correspondence School,"array([2.78947603, 3.01881998])"
1470,Canterbury Medical Imaging,"array([2.71755223, 2.99911858])"
1471,Rolleston Veterinary Clinic,"array([2.61082565, 2.99717895])"
1472,Practitioners First Limited,"array([2.5860504, 3.1447092])"
1473,STRATUM Ltd,"array([2.56743521, 3.0869797 ])"
1474,Queens Academic Group,"array([2.50135714, 3.10056942])"
1475,NZX Limited,"array([2.43977865, 3.07286002])"
1476,Kono Seafood,"array([2.72477386, 2.88152839])"
1477,Institution of Professional Engineers New Zealand,"array([2.55251948, 3.0233101 ])"
1478,Capital Vision Research Trust,"array([2.53974963, 3.06751596])"
1479,North Shore Hospice,"array([2.54354645, 3.03169894])"
1480,Rowe Davies Research Ltd,"array([2.51879061, 2.99667441])"
1481,Ministry of Civil Defence and Emergency Management,"array([2.73050112, 2.98797643])"
1482,Ripesense Limited,"array([2.64369819, 2.92513705])"
1483,Quest Integrity Group Ltd.,"array([2.64307703, 3.02203724])"
1484,Indufor Asia-Pacific Ltd,"array([2.73721997, 2.95312083])"
1485,Auckland Cricket Assn Inc,"array([2.4942907, 2.9691132])"
1486,Matakina Technology Ltd,"array([2.63612095, 3.01927626])"
1487,Labtests,"array([2.58525648, 3.10801155])"
1488,Cambridge Clinic,"array([2.6390475 , 3.13026457])"
1489,ILR,"array([2.70054978, 3.08839679])"
1490,Clutha Veterinary Association,"array([2.56392337, 3.01824429])"
1491,Pesticide Action Network Aotearoa New Zealand,"array([2.62263275, 2.87846901])"
1492,MLB Consulting Engineers,"array([2.79981354, 3.07296103])"
1493,EcoGecko Consultants Ltd.,"array([2.69609872, 3.01923969])"
1494,Kapiti Coast District Council,"array([2.69077536, 2.96119038])"
1495,Sinclair Knight Merz Ltd,"array([2.83284971, 3.00211627])"
1496,Fishing Vessel Management Services Ltd.,"array([2.6588254 , 2.93560517])"
1497,Urology Associates,"array([2.68482696, 3.14299619])"
1498,Hot Solutions Ltd.,"array([2.6800949 , 3.04718943])"
1499,Southern Geophysical Ltd,"array([2.78090167, 3.06905051])"
1500,Stronger Christchurch Infrastructure Rebuild Team,"array([2.80539425, 3.10855666])"
1501,Ian McLean Consultancy Services Ltd.,"array([2.49616588, 3.06352301])"
1502,Newtown Medical Centre,"array([2.59238715, 3.13714697])"
1503,Aurecon,"array([2.68392705, 3.07346694])"
1504,New Zealand Agricultural Aviation Association Inc,"array([2.35672089, 3.79230551])"
1505,LIC,"array([2.62066507, 2.96451576])"
1506,Auckland International Airport Limited,"array([2.49757041, 2.94312368])"
1507,Avivet Ltd,"array([2.64774838, 2.86780211])"
1508,Bay Urology,"array([2.5664429 , 3.12687593])"
1509,Taihape Veterinary Services Ltd,"array([2.59971192, 2.859597  ])"
1510,ClearSight Consultants Ltd,"array([2.63107413, 2.98420101])"
