# source, target, tip_text
4562,4563,"The chicken tikka is amazing every time; tender, tasty and quite filling as a single-person entree."
4564,4565,"Try the Tuna melt, one of the best in town."
4564,5226,The staff works together as a team to make sure you have the best service! Boyfriend says it like indie when they are setting up a group table. Everything on the menu is supersized and delicious.
4567,4566,Their morning staff is much better than the afternoon and evening staff.
4571,4572,Tuna of Gari dish is amazing
4573,4572,Order the tuna of Gari. Each piece of tuna prepared uniquely. You will not get this anywhere else.
4573,5195,Get the Brooklyn Gin cocktail.
4577,4576,Ew. They microwave almost everything here.
4577,5754,Best bar in the neighborhood!
4579,4580,Pretty good pizza for NJ. Try the garlic knots.
4581,4580,"Cool, but fake, autographed guitars line the walls"
4582,4580,"Classy joint to get an excellent slice or hot Italian hero. Entire space pays homage to MUSIC featuring cool memorabeliab with a special portrait of local boy \"
4582,5360,WOW... You need to try Two Moms In The RAW Organic Blueberry Granola - Freakin' Amazing!
4582,6350,WOW... You need to try Two Moms In The RAW Organic Blueberry Granola - Freakin' Amazing!
4583,4584,"GREAT coffee. They're not on the menu, but they DO serve blueberry pancakes"
4585,4584,The French fries are delicious!
4586,4587,The insalate portion of the menu is no joke either. Some of the best salads I have ever had!
4592,4591,Really good pizza and great atmosphere to dine in!
4596,4597,Crappy slow service! Pad thai sucks and so do the drink prices!
4598,4599,I discovered this place right by my apt while my mom was visiting. I try to come back every couple of weeks! Great food and quick service.
4602,4603,The iced cap with choc shavings.... The Broc salad and the sizzling duck crepe- 4 uber yum rating
4604,4605,"My margarita came out with no salt. I wasn't asked if I wanted salt or not, and just assumed they would line the rim."
4606,4607,Much nicer than the name suggests. And great lunch prices.
4608,4609,"Hawaiian RibEye what else can I say ,,,, YEAHHHHHH BUDDDYYY"
4610,4609,"French dip, grilled chicken salad, apple cobbler AMAZING!"
4611,4609,Great restaurant. On my To Do List. I have dinned at their Rockville MD location.
4611,5660,"After a long day of work, time to eat! Superb Italian cuisine."
4612,4613,Sit at the bar and make sure Marie
4614,4615,The best pasta bolognese in town :-)
4616,4615,"Mea, mushroom risotto ... Very good!"
4623,4624,Try the sangria
4623,4624,Try the skirt steak you won't regret it.
4625,4624,Great service and amazing food... always a pleasure being here!
4626,4627,Great food. Just don't come here if you're in a rush.
4628,4627,Strawberry + mango + peach smoothie. Yum!
4630,4631,Not all managers and servers know the special posted on here ... be patient
4633,4634,The empanadas are awesome!
4640,4641,"Get the roasted pork special, it's amazing!"
4640,5021,"4 o'clock baby, we'll be the first!"
4640,5863,"Nice interior, but no non- dairy options. They only have white wraps and white rice :("
4643,4642,Chicken Salad on Ciabatta! Yummy!
4643,5882,The Super Meat Quesadillas worth dying for!
4650,4649,Best pizza in NYC. Actually that's an understatement! Lol
4653,4654,Happy Hour from 3pm to 6pm!
4653,5420,Don't leave without trying their milkshakes!
4653,5564,"You need to try their Oreo Milk Shake. It's thick, creamy, and absolutely a must for a hot summer day!"
4653,5711,"Free Wi-Fi & 1\/2 price appetizers Monday thru Sunday 10pm-Close!"
4653,5716,Throw your plates away. They're disposable.
4653,5834,Try the Big N' Toasty. Most delicious breakfast sandwiches available!
4656,4655,Must...have...redeye.
4658,4657,"Possibly the best burgers in the city. Juicy, and on an English muffin. Try them with the fresh mozzarella!"
4660,4661,This shop shows why Starbucks became a global hit. The guys here make you feel like home. It's not in all Starbucks like that but this one is really great!
4664,4663,"Great coffee (get the large cappuccino!), greater Stevie Wonder soundtrack."
4664,5781,"Unimpressed. Unfortunately, food was uninspiring, wine prices for the same wine were more expensive than I've seen elsewhere, and the service was merely fine."
4669,4670,"Get the Italian Sub. Tasty, fresh, and about a billion times better than Subway."
4674,4673,Gramercy roll is tasty!
4679,4678,Don't be fooled. You might want to order 10 of these little burgers but 3-4 is all I can eat. They must be the best in the whole state.
4680,4678,"All you need is singles with cheese and onion. Steak and cheese takes up too much stomach space. Save all your room for sliders, you won't regret it."
4682,4681,"Almond Butter Lover smoothie is delish, also Suzita Salad & Mermaid Salad. Don't let the baby strollers scare you, this is a great cafe."
4684,4683,Absolutely amazing brunch! The warm homemade croissant with apricot jam is to die for and the coffee is delicious as well!
4685,4686,toasted poppyseed with butter everything untoasted with creamcheese
4692,4693,Bathroom r clean
4696,4697,7 layer cake. Amazingness.
4698,4697,Tiramisu...No need to look at the menu. Just get the damn Tiramisu!
4698,5620,"Bring Cash...no credit cards accepted. Excellent food, sizzling beef is top notch."
4699,4700,Excellent chicken rice soup!
4705,4706,my son is a very picky eater and this is his favorite restaurant. lentil soup is my fave. anything off the grill will be great.
4707,4708,"Stay away between 12:45 and 1:15, way too crowded."
4707,4926,Baristo Ray is the man.
4709,4708,Get the cuban!
4714,4715,Shrimp mofongo.... nuff said!
4714,4715,The shrimp mofongo is amazing!
4717,4716,Best pizza in town!
4722,4721,Damn... This crowded this early in the morning...not a good way to start this morning!
4723,4721,Terrible place. They always mess my order up
4723,4721,"It's a bustling hub of inefficiency sometimes, but they genuinely try to do a good job. Patience is v. Appreciated"
4724,4721,"$2 turkey bacon with purchase of coffee til 10\/10\/2011"
4724,4839,Try the veggie chili. It's similar to Vern Troyer. Small and bland.
4725,4721,I'd a nice memories in this place..
4726,4721,Get here before 8:30am. Else the line is too long.
4726,4955,A great night is a walk down here with the Candy Girl.
4729,4730,After the meal is over you are usually treated to a free piece of Galaktoboureko.
4729,4730,"For Greek food in Astoria, this is as good as it gets and very good it is."
4731,4732,"I wish there were more books from my reading list but overall, I like and support."
4735,4734,You are absolutely crazy if you don't try the grandma slice. I've had 40 in one summer
4737,4736,The best Tasty is too flurry
4737,5687,eating a nice lunch together with my brother. Our friends stayed in the apartment
4739,4740,"Luigi delivery man dropped some1 lunch food @ 1700 Broadway. Picked it up off the floor,& made the delivery"
4742,4741,"If you come here enough, they remember your exact order. And their sandwiches are DELICIOUS."
4742,5419,"If you come here enough, they remember your exact order. And their sandwiches are DELICIOUS."
4743,4744,Great for delivery but you must at LEAST once go there in person for good karma. Go on a busy night and you WILL be entertained..
4746,4745,"the 1\/4 sandwich is kinda small, try the 1\/2 one.the ice cream with a cookie witch chocolate chips is awesome!"
4751,4752,Very good Greek salad. Second only to Chelsea square on 23rd and 9th.
4760,4759,Brunch includes a bloody marry or screw driver.
4760,4759,Brunch includes a screw diver or a bloddy marry.
4760,5542,Flower margarita is the best drink in the world.
4763,4764,Get the petite snails
4766,4765,Get the avocado shake!
4770,4771,Lunch special. 3 rolls and a soup or salad for $12!
4773,4774,The blackened catfish is to die for! Pair it with a glass of charodany... Delicious!
4775,4776,TURN AROUND AND RUN OUT THE DOOR.Total waste of time and money.
4775,4776,TURN AROUND AND RUN OUT THE DOOR.Total waste of time and money.
4775,4923,"Staff is rude, pizza is horrible they are skimpy with the cheese. $2.75 for a plain slice! DON'T WASTE YOUR MONEY OR TIME!"
4777,4776,Eric rules! Get the Patron+ the Marimba!
4781,4782,"The best breakfast in the area, can't go wrong ;-)"
4784,4783,Don't order the vegetable soup its just a potato in a cup
4787,4786,Amazing sandwiches with fresh Italian meats and homemade mozzarella for only $7!
4795,4794,All their regular drip coffee is awesome
4796,4794,They manage do draw hearts in coffee but they don't have wifi and can't do a good hot chocolate
4798,4797,"Ask what's on the secret podge menu. If they ask where you found that, deny deny deny 4square. ?"
4799,4797,Blueberry creame cookie. It is like eating cookie dough! Amazing
4800,4797,Best coffee in NYC
4801,4797,Free cup of French press with the purchase of a bag of beans!
4803,4802,"Orange Dream Machine w\/ an energy boost is perfect!"
4804,4802,Orange and carrots smoothie is the bomb!
4806,4807,Best Tuna and you MUST get the fries ALL THE WAY!
4811,4810,"Known for their Singapore Kari Laksa and Hainanese Chicken with \"
4814,4813,Best Indian food in Hoboken
4814,4979,Bad bad customer service .
4821,4820,Get the shrimp parm
4823,4824,Easy go to place to meet up
4826,4827,Be sure to get yourself an egg white spinach feta wrap. It's yummy and pretty healthy!
4826,4944,Sweet potato fries = WIN
4826,5722,Get a multigrain bagel toasted with vegetable tofu cream cheese. INCREDIBLE. Seriously.
4828,4827,Vainilla iced coffe ;) simple and yummi!
4829,4830,Enormous portions. Like the mussels and the caesar dressing.
4832,4833,Really good thai food!! :)
4832,5466,"Happy hour 4-7 $3 Beer,$5 Wine and $6 Cocktail :))"
4848,4847,"The place is kinda small and loud, but the margherita pizza was delicious."
4850,4851,Cappuccino is awesome
4850,4928,Don't bother. Unless you think $4 and change is ok for a few veggies on a small slice
4850,5249,"Forget the fresh squeezed juices..Way too overpriced. Best deals are the fresh cut fruit bowls from the fridge by the door. They use fresh cut kiwi, mango, watermelon, papaya, pineapple and grapes!"
4853,4854,Paninis come with salads.
4859,4860,"This location is always crowded, but don't fret! They move that line!"
4862,4861,Try the new Bistro Boxes! Delish
4866,4865,The mac at Southern Hospitality is bigger. This tastes better though.
4868,4867,"Crab cakes are incredible. Alone, on the salad, on the sandwich - doesn't matter how you get them. Just get them."
4869,4867,Brussel Sprouts to die for!! really...
4871,4872,"No outlets, slow service, $$ beer (even for an airport), ok food. Prob best option for seated\/table service but that's not saying much."
4877,4878,"The macadamia crusted chicken salad is \"
4879,4878,The salmon is to die for as is the bread and the veggie loaf!
4880,4881,Breakfast sandwiches are good but Absolute Bagels are much better.
4882,4883,Bring a flashlight to read the menu at night
4884,4883,"Ask for hummus when they seat you. They used to serve it to everyone, but now they only do upon request. It's free and yummy!"
4884,5711,"The heartland chicken salad is my default, I always ask for extra spiced pecans. Adam & Eve is one of my all time favorite martinis. Love the bruschetta too."
4885,4883,short ribs (sandwich & entree) are both superb.
4886,4887,Best bagels in the tristate
4891,4890,Food is hardly decent. Note to waiters: don't get mad if you get undertipped after billing gratuity on 5 ppl when you're providing minimal service ALONG with a nasty attitude.
4891,5150,Lychee sake will knock your socks off!
4894,4893,You can order any sandwich on the menu and you won't be disappointed
4897,4896,"They told me the put two shots of espresso in every cappuccino no matter what the size. If you need an extra kick, ask them to add a third. It's my standard there."
4900,4899,Two Hard Rock Cafes in one City? You have to buy a shirt or a pin.
4905,4904,"Noobs must have the Turkey Leg Sandwich. Signature dish. Start with the radishes, heirloom tomatoes and pickles. Heaven in a public house."
4907,4908,...try Arthur's Famous Griddle Potatoes!!!! Yums ;)
4910,4909,The Cashier is nasty. Very fast service.
4910,4926,Apple Muffin is very good!
4911,4912,Beefburger without nothing else...orobably the best hamburgers of the world
4913,4912,Best burger I've had in a while!! As well as the fries sooo good.. Have to try something else but their burgers are delicious!
4913,5313,"Great variety of sandwiches! I got the Tuscan and it was great, huge hero.. I saved the other half for later and it was still good!!"
4917,4918,Make sure to take a picture with the guy with the hole in his back
4921,4920,Best Sweet Potato fries ever ...
4921,5833,"Rip off! 15.00 for a marginal burger, shitty fries and a soft drink!"
4927,4926,This location doesn't open until 7.30am on Saturdays!
4933,4934,Nice croissants but Expensive for the area now they took down their 10% off with foursquare
4935,4934,Try the buttery french-style pastries and pretend you're in Paris.
4939,4938,Good mojitos without killer pricetags.
4940,4938,"Cuban Pork Sandwich, empanadas and mojitos---ahh man I wanna go back and get some! <3"
4941,4942,"take a packet of VIA with you to try! starbucks coffee in an instant. buy it for camping, travel, emergencies ... wherever you are never be without great coffee."
4941,4942,We now have decaf via!
4943,4942,"Service ridiculous slow, even by Starbucks' standards."
4946,4945,Guacamole... Get it in!!!
4950,4951,Best Grilled Cheese Sammich ever! Get the off-the-menu combo with Tomato Basil soup!
4952,4951,Sinful delight coffee is chocolate hazelnut flavored.
4952,5255,The 3rd Avenue roll is fabulous.
4960,4961,"Pancakes, coffee, and juice in the morning for 4 bux"
4962,4961,Go on a friday and order the lobster bisque!
4965,4966,SIMPLY THE BEST..... when I can't brew my own...
4965,5121,This place is a SINFUL DELIGHT.....I LOVE IT!
4971,4972,Don't be afraid of the morning line. It goes by quickly.
4973,4972,Don't talk to the mayor
4977,4978,"Mediocre food, lackluster service, much too expensive."
4982,4981,Nothing starts your morning like an iced coffee and brioche with prosciutto or Nutella.
4985,4984,Bring cash cause the only card they accept is American express.
4989,4988,Try the masaman with chicken and sticky rice. So good!
4991,4990,OMG. Broccoli Cheddar soup= HEAVENLY! :-)
4995,4994,"their selection of Italian meats and cheeses, plus their small plates serving-style makes this place to die for. you leave feeling satisfied, full, but never \"
5001,5002,"Always check your coffee cups for someone else's lipstick, never fails!"
5010,5011,Wow blast from the past ....
5014,5015,Best Irish soda bread!!!!
5016,5017,Lunch menu even on Sunday!!
5018,5019,Bring cash no credit cArds
5020,5019,Don't touch the bread until the food comes out. You don't want to fill up and bread is for dipping in the wonderful sauces.
5023,5022,Dates wrapped in bacon were slammin
5023,5316,Food isn't that great. Last time coming here.
5024,5022,"Only tip I can think of.... Eat someplace else.. Shit service , mediocre food ... And the owners a douche ."
5024,5098,Get the brownie melt ..?
5024,5102,Honestly best Starbucks in NYC
5025,5022,Get something with mango in it!
5026,5027,Go with the yogurt chocolate chocolate chip muffin. Absolutely amazing!
5029,5030,"Burritoville is back. Same food but everything is better, cleaner and more efficient!"
5031,5032,Pomegranate margaritas + chicken fajitas. Amazing.
5035,5034,Absolutely fabulous service! Waiter went out of his way to make me an amazing drink! And super military friendly!
5036,5034,Skirt steak tacos were a great quick bite. Very tasty.
5037,5038,Great Iced Coffee with Pareve Soy Milk - Lousy Barista attitude... ugh!
5040,5039,Neon from beers they no longer sell.
5042,5041,The steamed buns are fabulous. The pork is so tender.
5044,5045,Try the Pear Sparkler cocktail & truffle Mac & cheese!
5050,5051,It's closed. There's another one on 34th and 7th but they're much more expensive.
5050,5774,This place is ghetto fab
5052,5051,A little crammed
5053,5051,"helthy food, good prices... and, it's at 5th Av!!!"
5054,5051,"Go wild with their self serve oatmeal in the morning! Plus Au Bon Pain counts calories for you, so you don't have to!"
5056,5055,Staff is really friendly here.
5057,5055,Check out the old-fashioned doughnut !
5069,5070,Everyone here is great!
5079,5078,"The Cornhusker Lager is great, and the Indiana Pale Ale is a terrific, hoppy brew."
5080,5078,"Food is great, BUT portions are not very big."
5081,5078,"Great beer, tasty nachos. Try the drinking bar downstairs."
5084,5083,The K roll is awesome. Avoid the Volcano and Fire rolls. They are not that spicy but they are fairly bland.
5085,5086,Try the pumpkin roti. It's delicious and enough for two.
5088,5087,"simply real fried shrimp , I liked it :)"
5088,5087,"Cajun shrimp , if u love spicy food sure u will love it"
5089,5087,"When you come here you gotta ask for Lindsay as a waitress,she's a hoot!"
5092,5093,They don't know how to cook a simple steak. Never again!
5094,5093,Chicken fingers were brought out literally 5 mins after I ordered. Were prob sat under a heater and were cold minutes into the meal. :( fries were horrible go next door to mcdonalds
5095,5093,"Worst service ever. Food took so long, wrong order, no refills plus bad attitude"
5101,5100,This is a great date spot! I am in love with the cava sparkling wine.
5107,5106,Discount on soups if you work in the building. Always mobbed in there.
5107,5433,"The goat cheese omelette is really good, as well as the spicy chicken wrap. They just renovated and it seems to be under new management. It's taking some getting used to. Like waitress service? Weird."
5108,5109,I'm a food bag.
5108,5316,The fat fuck at the counter with the tinted glasses is an asshole. Man needs a dick shoved up his ass.
5108,5316,The fat fuck at the counter with the tinted glasses is an asshole. Man needs a dick shoved up his ass.
5108,5316,The fat fuck at the counter with the tinted glasses is an asshole. Man needs a dick shoved up his ass.
5108,5316,The fat fuck at the counter with the tinted glasses is an asshole. Man needs a dick shoved up his ass.
5111,5110,Meat Sampler... amazing. Get the TIMATIM FITFIT app...
5116,5117,Did this...Fried fish and sweet plantains...
5125,5124,Get the 'Cold Ass' beer.
5127,5126,Worst Starbucks for seating!
5128,5126,Seams that cashier doesn't like tourists!
5129,5130,Worst service ever cashier was a rude snob
5131,5132,"Visit #occupywallstreet and bring a few people some warm drinks, it'd getting cold and they are fighting so we can afford to keep shopping here."
5133,5132,Only one restroom.
5136,5137,$2.50 camembert? This is my jam.
5136,5193,"Come for the fries, stay for the theatre district gossip."
5139,5140,Just when you think you can't get nothing to eat there is places like this that can help you with your hunger :-D
5152,5151,Call ahead of time and put your name on the list! Sometimes the wait is ridiculous!
5154,5153,"No mention of the fish tacos??? Frigging awesome. And you are what you eat, which is why I'm awesome."
5156,5157,"Get bartender Chris to make you a \"
5159,5158,The chicken quesadilla is my favorite. The pork chip is good too! Don't forget the green sauce.
5161,5160,Love their smoothies!
5161,5211,"Loved their south african wine from Seven Sisters, but they don't carry it anymore. Too bad! Food is excellent!"
5161,5501,Great food and friendly service!
5164,5165,really amazing place!! I think it is a secret!
5174,5175,"The chocolate chip muffin here is cookie crunchy on the muffin top and resembles marbled cake on the inside, and bit candy bar-like chunks of real chocolate all over it. Like a muffin caricature."
5177,5176,Sicilian is my favorite!!!!!
5177,5176,The Sicilian slice is the best!
5178,5176,The chicken roll was too heavy. Bleh. Should've gone with a slice instead.
5182,5183,There salads r the shit and I don't like salads!
5182,5183,Everything is awesome except for the bread. Please change the bread. The free breadthat is...
5182,5226,"Stay away from Anthony (tony), monteiro!"
5184,5183,Check out the back patio.
5184,5183,Haven't been there in years but it's such a welcome oasis in the middle of the city!
5190,5189,"If the Fritto del Giorn is zucchini blossoms stuffed with ricotta, you must order it!!!"
5192,5193,One of the best pastrami sandwiches I've ever had. Wow.
5199,5200,"Food is amazing, ask what soups they have today all will be delish!!"
5205,5204,They have horrible customer service. Stop trashing each other and take care of the people who are paying.
5206,5204,I love the staff here.
5207,5208,Watch out for Luis...
5207,5208,Seriously. Look out for Luis.
5207,5428,Yell at Ed. Happy New Year.
5210,5211,Awesome brunch spot and all you can drink champagne cocktails. Start off classy and leave a hot mess all before 2pm!
5213,5212,No wifi. Kind of a bummer.
5214,5212,"Try the spanish latte. Mainly a haven for students, writers, and readers. If you want wifi go to the campus location or starbucks. Its not a problem for the rest of us."
5215,5216,"Nice vibe in here. They give too much pasta, though."
5218,5219,The X Sandwich w tater tots is pretty awesome. Trying out the steak and eggs today!
5218,5867,"Pace yourself, all the food is fantastic! Home made tomato soup w\/ ricotta AMAZIN! Artisanal breads-- delish! Great spot, will be back here regularly!"
5222,5223,"Amazing food, and some of the best drinks around! Great for sharing."
5222,5660,Always delicious. Never disappointed. And ALWAYS leave with food for the next day.
5227,5226,Whoever said appleee's is better than Tops is obviously nt from around here...
5227,5491,Yummy I'm comming back for more !
5228,5226,Try the mimosas.
5231,5230,This new bartender dude Marcos kinda looks like a skinnier Tom Hardy
5232,5233,The cherry limeade and chili cheese tots are the best!
5234,5233,#7 with onion rings and NY dog.
5234,5576,"Awesome Martinis, amazing Bar.."
5234,5576,"Love this place! Saw Steve Martin, Kevin Kline and Beyonce while dining here.."
5234,5725,"Awesome food, best spanish food for miles.. Best steaks as well.. try the twin lobsters, they'll bring you three. I go here often for cocktails and oysters.."
5235,5233,Is pretty good
5238,5237,Best burrito in the city
5239,5237,Best burrito hands down
5240,5241,Join the MYPANERA rewards program!!! FREE to join and FREE rewards!!
5240,5241,"try: turkey on 3cheese with:chipotle mayo, cheeder cheese, bacon - TOASTED. Amazing."
5240,5241,"Turkey, on asiago foccia with chiptole mayo chedder n bacon! Tosstedd. Best sandwhich ever :D"
5242,5243,Try the shangianese noodle and fried pineapple rice!
5244,5243,"Bad service, low class people, tons of bones in my duck wonton soup, adult couple at table next to me loudly making out. Yeah I won't be eating here again."
5245,5243,"Most drinks, even top shelf, $4 during happy hour 4pm-8pm. And try the Shrimp dumplings"
5246,5247,Go before noon or after 2. Otherwise the line goes out the door and down the street.
5250,5251,Ask for the day's special!
5256,5255,Amazing sushi - in both quality and presentation. I think of Loop as a more affordable and more intimate Koi. Reco the spicy tuna on crispy rice to start.
5257,5255,Checking this place out thanks to @Jaimiewatson7...bad news bears bout to put a smile on their face with some sake!
5259,5260,"Have a thai tea, you won't be disappointed!"
5270,5269,Had a great day and an even better night!!!! No worries & no headaches!!!! With great company. Werq
5271,5269,Bone marrow. Raw oysters. MAC 12 for desert. Edible genius.
5274,5275,Definitely try the JoJo sandwhich: chicken cutlet inside a homemade massive garlic bread roll!
5276,5277,Drive thru takes 10-15 mins pet car. :(
5280,5281,It have doughnuts in the name but I like their egg and cheese sandwiches best.
5283,5282,Calzone heaven Spinach and cheese at less then 350 calories YUM YUM YUM
5287,5286,WORST service ever!
5288,5286,The big Jack daddy Burger is the ultimate best!!!
5290,5289,Free wifi!
5290,5467,"Visited on a Saturday night, it wasn't too busy and the staff where friendly and helpful"
5291,5289,I'm hooked. Trippa finta alla' amatriciana one of the best egg dishes ever created. On breakfast and brunch menu.
5292,5289,Use the pepper oil (ask for it or it's already on the table) with your crust - delicious.
5293,5294,Great food and the people who work there are wonderful!
5296,5295,Hot chocolate with marshmallows is the best! Try it!
5297,5295,Free wifi for 1 hour with purchase. Great alternative to Starbucks.
5299,5300,Best Starbucks. No wait. Great baristas. Never mess up my drink.
5301,5300,The friendliest servers in the city
5304,5305,Very loud here I think due to the high ceilings. The sound just bounces around and echos. Don't come here to get any work done or bring noise cancelling headphones.
5308,5309,"Out of state, of age, and only 1 form of ID? Have fun sippin on that soda..."
5308,5401,This place pretends to be a Jersey diner.
5308,5961,Taco slice. That's it.
5308,5966,85% of the people at any given time do not go to SHU
5311,5312,Coffeholic yayyy great place :)
5314,5315,Nj restaurant week pre fixe menu sept 18th -25th
5317,5316,Taylor Ham Egg & Cheese bitches!
5318,5316,"The Diner look nice in the inside & out, the Fries they give you with a dish is HORRIBLE! btw try to get a female waitress... The male waiters are wise asses.. Specially Jimmy #Justsaying"
5319,5316,Try the calamari with chipotle dip!
5322,5323,Hands down the best 'fast food' burger you'll ever eat. I'll be back.
5324,5323,"Fire roasted veggie burger is tasty! And fries are must have, too."
5327,5326,"All Xmas latte flavors (caramel brûlée, gingerbread, pumpkin spice) are sooooo good!!!"
5328,5326,They have holiday pastries now!
5332,5333,The frozen yogurt is pretty good.
5334,5335,Portions are enormous so order well
5334,5338,No coffee here :-(
5337,5336,Two.words. Crackling chicken.
5341,5342,The pumpkin pancakes are DELICIOUS!
5346,5345,"Be very careful with raw seafood (crab, oyster) sometimes they're not fresh."
5350,5351,Its like everyone here has never been to an sbux before. Damn tourists!
5353,5354,Worst service. I am wondering why they are wearing Starbucks uniform.
5356,5355,"Awesome (and large) lobster roll, great staff!"
5358,5357,"If you like waiting a long time for your food, Energy Kitchen is the place to be."
5364,5363,Sunday Supper special. You'll leave stuffed!
5365,5366,Warm blueberry muffins are clutch.
5367,5368,TERRIBLE FOOD. You might get lucky and get a hair in your pizza.
5372,5371,"Impacable food, impecable service. Have to come back to try suckling pig."
5372,5917,All ceviches are awesome. Tacu tacu and arroz de mariscos too. Pisco sour and suspiro limeno for sure
5373,5371,"Get everything! Seating at the bar if the resto is full, make sure to put your name in though to be added to the roster. Very accommodating and delicious food!"
5379,5378,yumm. must. go. now
5382,5381,this is it
5387,5388,atmosphere is off the hook!!
5392,5391,I've had several parties here and we never leave disappointed. And it's quiet enough to hear your conversation!
5396,5395,Decent quality... They yell at you if you don't finish everything. And if they think you are initially over ordering they use their own judgement on what to actually bring you ! -_-
5397,5398,Don't expect the employees to talk to you. If I worked here I'd hate my life too.
5400,5401,Excellent food!
5402,5403,Very slow staff whent there to eat and it was empty not a regular busy night and it took me more 5 min to get a table I just walk away.
5407,5406,Get there early on a Sunday..they don't take reservations but the wait is well worth it!
5411,5410,California Wrap is great.
5416,5415,The chili is good it makes you poop. The good poop not the bad poop.
5421,5420,It's no Fuddruckers. Not really impressed...
5422,5420,"The Dallas burger is something special. Great mix of flavors...crunchified, of course!"
5427,5426,Try the chocolate chimp. 180-320 calories. Super delishh!
5427,5426,Try their two piece bikini in chocolate. Yummmmy! (Includes fat burner)
5429,5428,Follow on twitter: @LENETHEVOICE
5432,5433,Free wifi! Yay!
5432,5832,"Red Curry equals Amazingness, but watch out! Über-spicy!!!!"
5438,5437,Try the Tostada Salad (via @Foodspotting)
5439,5440,"Don't let the name \"
5439,5440,"Ask for the aqua de Jamaica, its superb"
5439,5440,Dont Miss out on the AGUAs FRESCAS! they are super refreshing
5441,5442,This place is GHETTO! No ATM the employees are RUDE. All around NAS-TAY!
5446,5447,"order a Mythos, some saganaki and grilled octopus - almost in Greece!"
5450,5451,If you come here as often as I do the staff memorizes your usual stuff. They are really great! Love this Starbucks!
5452,5451,"Dont come on 10 min breaks, youll never get your fix fast enough :P"
5453,5454,Pizza is actually good here
5461,5462,Come by and have any of your favorite drinks made by yours truly. Teehee.
5469,5468,"I had a nice time, food was good."
5474,5473,The best Sushi in The Bronx
5476,5477,"Crab Cake, Bone in Ribeye & The Belvenie, neat.....Superb!!!"
5478,5477,Gotta have the banana bread pudding!!
5479,5477,Ask for Justin or Dan as your server! Excellent Service!
5481,5480,Everything we had was good. Fries were extremely salty though.
5482,5483,I love their pasta fagiole!
5489,5490,It's always freezing in here but you can't beat free wifi and decent sandwiches.
5493,5494,Place is over priced and only one tv to watch sports. Ur better off going to a Irish pub.
5495,5496,Order the chilli
5497,5498,One of the best Starbucks location to enjoy your coffee and to hangout.
5499,5500,One of the best diners there is.
5505,5506,My gosh they have terrible service here. Takes firever to get the attention of the servers and expect to wait at least 20 mins for food to be served after ordering.
5507,5506,"been here at 3 different times, each time the service has gotten worse, i will absolutely never step foot in this establishment again!!"
5508,5509,"The food was great, but the service takes too long."
5510,5509,This place is bangin'
5517,5518,This mcdonalds is TOO fancy for me
5521,5522,The key is to keep your eyes locked on your salad. Never lose track of it!
5525,5524,The GM Daniela is the best! She will assure a good experience for guests in this unique concept.
5529,5528,Can't tell who works here and who is a customer.
5534,5533,Best sweet potato fries ever
5537,5538,Try the mallomars - I've dreamt about them the past week.
5539,5540,Try the pizza
5543,5542,Try the Bloody Maria. Yum.
5544,5542,Get the guac! Great vibe!
5547,5546,Fried calamari is truly amazing!!!
5550,5549,Sit at the bar during happy hour and get half off appetizers and drinks! #thankmelater
5552,5551,The scallion pancakes are a must have side dish!
5553,5554,There croquetas de bacalao is to die for!!!
5555,5554,Red sangria is the best!
5559,5558,Scallion pancakes are the best!
5560,5561,Worst starbucks in the area. Sigh
5562,5561,"Peppermint mocha is back, yay!"
5563,5564,"The fries are really seasoned, great flavor."
5565,5566,"Enormous sandwiches. Get the same sandwich every day, but somehow the price"
5569,5570,absolutely the worst service ever... everything just went downhill after we walked in ... They are overly priced for small portions
5571,5572,"Confirmed, the music in here is awful. Come in without headphones and pray for sweet, sweet death."
5573,5574,"Okay burgers, tasty sweet potato fries, but stay away from the broccoli soup! Yuck"
5579,5580,The French Toast bagel with their Cinnamon Raisin Cream Cheese. Absolutely amazing. I get it every single time!
5581,5580,"everything is so good, but french toast bagels make any day better."
5584,5583,Ask the cashier to throw a couple fries in the bag no charge- they always give me a full cup :)
5587,5588,An oasis in the desert that is this stretch of north theater district. Skip the Sheraton and head to this classy cozy bar.
5589,5588,Let them pair wines got you. Their choices are perfect.
5590,5591,it's a cafe version of the cheesecake factory restaurant. It's located right next to the movie theater. Great place to grab a bite before or after the movie!
5592,5591,Yousef the bartender will take good care of you.
5592,5591,The beignets are out of this world but take 20 minutes to.prepare. Try.the chocolate sauce. Unbelievable.
5593,5594,Veal meatballs appetizer is excellent
5595,5596,The vegetable juice with whey protein is great.
5600,5601,"Of all the diners in Cheslsea and the Village, this is my favorite. Good food, well priced. Cute place."
5608,5607,Burger with the works...Yumsters!
5608,5802,Try the chipotle Mac and cheese or the fried tofu...both were very tasty :-)
5608,5845,I've been here 3 times in the last 2 days and they have yet to get my coffee order right and I'm not even asking for anything difficult.
5611,5612,"Good drinks, some of the steaks were very salty"
5617,5618,"Chilli the way it suppose to be hearty, spicy and tasty."
5626,5627,The 75 cent slice deal is now 99 cents a slice.
5626,5864,If you sit downstairs expect to smell like exhaust from the oven for the rest of the day.
5626,5864,Do not sit downstairs. The oven vents down there. You will smell like crap the rest of the day.
5626,5864,The buffet has great food fast at a decent price!
5631,5630,Great thin crust pizza!
5633,5634,Try out paneer makhani .. Best on Indian street
