# index, pid, community, size, pos, leamer, name, _pos
547,4418,0,16.88330078125,"array([2269.52099609, 2322.67822266])","Windows, French-windows, frames, of wood","#ff0000
","array([ 6.08957103, -1.80498532])"
548,4411,0,16.318359375,"array([2253.5559082 , 2392.40380859])",Fibreboard >0.8 g/cm2 not worked or surface covered,"#ff0000
","array([ 6.0882377 , -1.87830838])"
549,5911,0,15.494384765625,"array([1962.24829102, 2288.79052734])","Textile fabric for card clothing, technical use","#299fff
","array([ 6.25295911, -1.90647783])"
550,8707,0,16.4541015625,"array([1672.58935547, 2466.67089844])",Bodies for passenger carrying vehicles,"#299fff
","array([ 6.29835771, -2.04052474])"
551,2403,0,15.303955078125,"array([2403.81262207, 2651.46435547])",Cigarette or pipe tobacco and tobacco substitute mixe,"#bf8845
","array([ 5.8647518, -1.9078937])"
552,402,0,17.677490234375,"array([2395.73425293, 2582.66394043])",Milk powder < 1.5% fat,"#bf8845
","array([ 5.92558537, -1.8942038 ])"
553,3507,0,15.41357421875,"array([2158.1472168 , 2724.01794434])",Rennet and concentrates thereof,"#d1ff00
","array([ 5.89485838, -2.02662201])"
554,405,0,15.7635498046875,"array([2051.63800049, 2685.10083008])",Butter and other fats and oils derived from milk,"#d1ff00
","array([ 6.01772618, -2.0216852 ])"
555,904,0,15.177734375,"array([2087.3659668 , 2902.01037598])","Pepper of the genus Piper, whole","#d1ff00
","array([ 5.38660347, -2.0772438 ])"
556,306,0,17.33056640625,"array([2106.99975586, 2883.61889648])","Rock lobster and other sea crawfish, frozen","#d1ff00
","array([ 5.45289605, -2.06422501])"
557,2821,0,15.051513671875,"array([1640.74145508, 2940.85119629])",Iron oxides and hydroxides,"#9c9a87
","array([ 6.54316722, -2.45530795])"
558,9504,0,21.87255859375,"array([1627.20617676, 2865.40380859])",Video games used with a television receiver,"#9c9a87
","array([ 6.50889865, -2.40781814])"
559,2905,0,19.879150390625,"array([2400.92272949, 1953.59509277])",Methyl alcohol,"#330000
","array([ 5.75038032, -1.27995182])"
560,2815,0,15.781982421875,"array([1830.95617676, 2190.74829102])",Sodium hydroxide (caustic soda) solid,"#299fff
","array([ 6.18203294, -2.07283992])"
561,2811,0,15.4246826171875,"array([1591.10162354, 2756.46142578])",Hydrogen fluoride (hydrofluoric acid),"#9c9a87
","array([ 6.20790644, -2.2496607 ])"
562,4901,0,17.80859375,"array([1576.98522949, 2698.28686523])","Brochures, leaflets and similar, in single sheets","#9c9a87
","array([ 6.22480182, -2.18703943])"
563,7901,0,16.42578125,"array([2189.50927734, 1852.36846924])","Zinc, not alloyed, unwrought, >99% pure","#330000
","array([ 5.63078439, -2.50520274])"
564,2835,0,15.629150390625,"array([2157.18225098, 1825.61584473])",Phosphinates and phosphonates,"#6e451e
","array([ 5.57411055, -2.5199065 ])"
565,8112,0,15.124755859375,"array([1746.65905762, 2140.25622559])","Beryllium, unwrought, waste or scrap/powders","#330000
","array([ 6.32782331, -2.20568812])"
566,2807,0,15.16015625,"array([2183.23413086, 1898.36914062])","Sulphuric acid, oleum","#330000
","array([ 5.69398874, -2.4459207 ])"
567,7101,0,15.080810546875,"array([2863.22473145, 2785.24023438])","Pearls natural, not permanently mounted or set","#9c9a87
","array([ 6.47354395, -1.14435366])"
568,7102,0,30.241943359375,"array([2928.51037598, 2499.89440918])","Diamonds, unsorted","#330000
","array([ 6.14292731, -1.16564532])"
569,7018,0,15.13134765625,"array([1139.44128418, 2479.09912109])","Ornamental glass beads, pearls, stones, worked items","#9c9a87
","array([ 6.95590419, -2.19316411])"
570,8513,0,15.17822265625,"array([1164.64404297, 2469.33032227])",Portable battery and magneto-electric lamps,"#99ffff
","array([ 6.92159991, -2.16031252])"
571,6911,0,15.419677734375,"array([2074.5958252 , 2058.10900879])",Tableware and kitchenware of porcelain or china,"#299fff
","array([ 5.99861727, -2.35256742])"
572,7004,0,15.182861328125,"array([1408.30517578, 2477.24023438])","Drawn glass sheet coloured, absorbing, reflect, opaqu","#9c219c
","array([ 6.84377747, -1.94551229])"
573,6903,0,15.152099609375,"array([1438.62207031, 2720.85986328])","Refractory ceramic articles, >50% carbon","#299fff
","array([ 6.59617969, -2.05249663])"
574,6907,0,15.417724609375,"array([1548.39697266, 2766.63232422])","Unglazed ceramic mosaic tiles etc, <7cm wide","#299fff
","array([ 6.53066422, -2.085645  ])"
575,7112,0,17.669921875,"array([2287.92236328, 2775.20568848])",Waste or scrap containing gold as sole precious metal,"#330000
","array([ 5.57439204, -1.8159081 ])"
576,9023,0,15.1905517578125,"array([1866.26983643, 2614.25341797])","Instruments, apparatus and models, for demonstration","#299fff
","array([ 6.22202781, -2.11625762])"
577,2708,0,15.025634765625,"array([1980.87438965, 2140.69628906])",Pitch,"#299fff
","array([ 6.13550464, -2.12563258])"
578,2709,0,67.94873046875,"array([2450.61108398, 1815.6940918 ])","Petroleum oils, oils from bituminous minerals, crude","#330000
","array([ 5.77623245, -1.30570083])"
579,2814,0,16.302978515625,"array([2335.72521973, 1984.42285156])",Anhydrous ammonia,"#330000
","array([ 5.76416246, -1.34148482])"
580,2710,0,57.716064453125,"array([2348.25549316, 1844.48388672])","Oils petroleum, bituminous, distillates, except crude","#330000
","array([ 5.78931936, -1.390607  ])"
581,8713,0,15.027099609375,"array([1235.23474121, 1964.65441895])",Wheelchairs not mechanically propelled,"#9c219c
","array([ 6.56967858, -1.72408295])"
582,6909,0,15.31494140625,"array([1093.73620605, 2160.11767578])","Porcelain ware for laboratory, chemical, technical us","#9c219c
","array([ 6.73253089, -1.80756093])"
583,2707,0,17.375732421875,"array([2140.58972168, 2042.96124268])",Benzol,"#299fff
","array([ 5.98347425, -2.08400078])"
584,8702,0,17.50244140625,"array([2123.29492188, 2108.54907227])",Diesel powered buses,"#299fff
","array([ 6.03693254, -2.05179854])"
585,3817,0,15.2734375,"array([1420.27087402, 2001.68811035])","Mixed alkylbenzenes, nes","#9c219c
","array([ 6.79313171, -1.72034344])"
586,2902,0,21.302734375,"array([1397.21606445, 2086.22167969])",Cyclohexane,"#9c219c
","array([ 6.74359866, -1.74976976])"
587,2909,0,16.74072265625,"array([1285.4041748 , 2046.42285156])",Diethyl ether,"#9c219c
","array([ 6.63023447, -1.80352834])"
588,2906,0,15.107666015625,"array([1158.41760254, 2103.55505371])",Menthol,"#9c219c
","array([ 6.59193164, -1.80683801])"
589,7115,0,15.2265625,"array([1861.65405273, 2678.40527344])",Catalysts (form of wire cloth or grill) of platinum,"#299fff
","array([ 6.19862774, -2.21010103])"
590,2843,0,15.69873046875,"array([1854.2088623 , 2750.57397461])",Colloidal precious metals,"#299fff
","array([ 6.1755691 , -2.27202899])"
591,2901,0,18.6220703125,"array([2488.66357422, 1911.4864502 ])",Saturated acyclic hydrocarbons,"#330000
","array([ 5.73799781, -1.23643224])"
592,2849,0,15.21484375,"array([1581.91296387, 2182.5769043 ])",Calcium carbide,"#299fff
","array([ 6.41524391, -2.088687  ])"
593,8481,0,25.8779296875,"array([1745.54492188, 2311.58666992])","Valves, pressure reducing","#299fff
","array([ 6.28577757, -1.98556042])"
594,9607,0,15.164794921875,"array([2781.88977051, 2568.14306641])",Slide fasteners with chain scoops of base metal,"#33cc00
","array([ 6.14551255, -1.40205123])"
595,9305,0,15.0634765625,"array([1464.87036133, 2526.63598633])",Parts and accessories of revolvers or pistols,"#299fff
","array([ 6.3888791 , -1.81540878])"
596,9701,0,16.7633056640625,"array([1304.34539795, 2912.75537109])",Paintings/drawings/pastels executed by hand,"#9c9a87
","array([ 7.23413453, -2.05920447])"
597,9018,0,27.093994140625,"array([1341.3815918 , 2517.86035156])",Electro-cardiographs,"#99ffff
","array([ 6.6772838 , -2.07394105])"
598,9013,0,26.2880859375,"array([1164.07788086, 2501.51025391])","Telescopes for arms/other equipment, periscopes","#99ffff
","array([ 6.88778672, -2.16194049])"
599,9613,0,15.0830078125,"array([1444.62194824, 2870.06787109])","Pocket lighters, gas-fuelled, non-refillable","#0576a6
","array([ 7.15277092, -2.16673292])"
600,9101,0,16.068359375,"array([1413.9317627 , 2757.05810547])","Wrist-watch, precious metal, battery, with hands","#0576a6
","array([ 6.95140636, -2.00815024])"
601,5501,0,15.0537109375,"array([2579.23486328, 2565.1842041 ])","Filament tow of nylon, polyamides","#33cc00
","array([ 6.25882101, -1.54486954])"
602,5408,0,15.06494140625,"array([2579.13500977, 2515.90869141])",Woven fabric of hi-ten filament yarns of viscose rayo,"#33cc00
","array([ 6.23074353, -1.60532774])"
603,9609,0,15.014892578125,"array([2632.31262207, 2675.27148438])","Pencils/crayons, with leads in rigid sheath, nes","#9c9a87
","array([ 6.33533025, -1.55264161])"
604,5810,0,15.150390625,"array([2648.1574707 , 2679.03369141])",Embroidery without visible ground,"#33cc00
","array([ 6.35584637, -1.57341525])"
605,8479,0,29.599609375,"array([1433.57946777, 2251.26916504])","Machines for public works, building etc, nes","#299fff
","array([ 6.49026636, -1.92546241])"
606,9507,0,15.2158203125,"array([2752.40185547, 2546.22485352])",Fishing rods,"#33cc00
","array([ 6.15975424, -1.47950271])"
607,5804,0,15.0185546875,"array([2670.58862305, 2524.47412109])","Tulles, other nets (not woven, knit or crochet)","#33cc00
","array([ 6.23260993, -1.55964202])"
608,5402,0,17.387451171875,"array([1333.55529785, 2724.28271484])","Hi-ten yarn of nylon, polyamide, not sewing or retail","#99ffff
","array([ 6.7186605 , -1.93447564])"
609,8211,0,15.152587890625,"array([1111.7421875 , 2698.16992188])","Sets of different knives, cutlery sets","#9c9a87
","array([ 6.87553212, -2.04385159])"
610,8532,0,17.76953125,"array([1317.4309082 , 2669.47875977])",Fixed power capacitors (50/60 herz circuits),"#99ffff
","array([ 6.68315637, -1.91305388])"
611,5407,0,17.58642578125,"array([2647.83862305, 2585.13085938])","Woven hi-ten filament, nylon, polyamide or polyester","#33cc00
","array([ 6.31234791, -1.6164397 ])"
612,5210,0,15.209716796875,"array([2574.19934082, 2611.98071289])",Plain weave cotton <85% +manmade fibre <200g unbleach,"#33cc00
","array([ 6.48444192, -1.74277712])"
613,6217,0,15.215087890625,"array([2640.44128418, 2436.91967773])","Clothing accessories nes, textile material, not knit","#33cc00
","array([ 6.08667961, -1.60719719])"
614,6117,0,15.169677734375,"array([2727.57775879, 2417.49133301])","Shawls, scarves, veils etc, textile material, knit","#33cc00
","array([ 6.10167306, -1.60614712])"
615,5205,0,16.3037109375,"array([2813.55786133, 2551.05786133])","Cotton yarn >85% single uncombed >714 dtex,not retail","#33cc00
","array([ 6.08110535, -1.35243668])"
616,5515,0,15.411376953125,"array([2647.90637207, 2496.69604492])","Woven fabric polyester + viscose rayon, nes","#33cc00
","array([ 6.17917984, -1.60338923])"
617,5209,0,16.208984375,"array([2715.80688477, 2548.76660156])","Plain weave cotton, >85% >200g/m2, unbleached","#33cc00
","array([ 6.13384101, -1.56614128])"
618,6805,0,15.37255859375,"array([1847.41186523, 2249.74658203])",Abrasive powderor grain on woven textile support,"#330000
","array([ 6.28932454, -1.92869503])"
619,8474,0,18.236083984375,"array([2088.97058105, 2282.64331055])","Machines to sort, screen, wash stone, ores & minerals","#299fff
","array([ 6.12950583, -1.94773723])"
620,801,0,15.406005859375,"array([2806.50500488, 2276.95898438])","Coconuts, fresh or dried","#d1ff00
","array([ 5.96612345, -1.28034409])"
621,1801,0,15.96435546875,"array([2804.60961914, 2239.58959961])","Cocoa beans, whole or broken, raw or roasted","#d1ff00
","array([ 5.93128997, -1.18821892])"
622,3301,0,15.307861328125,"array([2414.50842285, 2591.66650391])",Essential oils of bergamot,"#bf8845
","array([ 5.87430821, -1.85854435])"
623,604,0,15.041748046875,"array([2070.76989746, 2865.51367188])","Mosses and lichens for bouquets, ornamental purposes","#d1ff00
","array([ 5.54533443, -2.1149638 ])"
624,2301,0,15.4892578125,"array([2222.94018555, 2818.11889648])","Flour or meal, pellet of meat or offal for animal fee","#d1ff00
","array([ 5.59601037, -1.99379288])"
625,504,0,15.420166015625,"array([2224.98669434, 2798.67724609])","Guts, bladders and stomachs of animals except fish","#d1ff00
","array([ 5.77381714, -2.01398959])"
626,207,0,17.99169921875,"array([1662.44152832, 2725.36791992])","Poultry, domestic, whole, fresh or chilled","#d1ff00
","array([ 6.35057429, -1.90154301])"
627,208,0,15.00146484375,"array([2131.25048828, 2726.45532227])","Rabbit or hare meat, offal, fresh, chilled or frozen","#d1ff00
","array([ 5.90721206, -2.05375163])"
628,301,0,15.12109375,"array([2206.72509766, 2893.30102539])","Ornamental fish, live","#d1ff00
","array([ 5.50429185, -1.99287036])"
629,210,0,15.504150390625,"array([1737.29821777, 2665.17114258])","Hams and shoulders, swine, salted, dried or smoked","#d1ff00
","array([ 6.33318133, -2.18070458])"
630,2004,0,15.60498046875,"array([1725.36083984, 2716.8984375 ])","Potatoes, prepared, frozen","#d1ff00
","array([ 6.2883219 , -2.17949389])"
631,204,0,15.589111328125,"array([2586.34313965, 2908.57910156])","Lamb carcasses and half carcasses, fresh or chilled","#d1ff00
","array([ 5.59600666, -1.42992824])"
632,2204,0,19.345458984375,"array([2585.44494629, 2857.6159668 ])","Grape wines, sparkling","#d1ff00
","array([ 5.63139659, -1.45632507])"
633,2002,0,15.42822265625,"array([2506.40600586, 2799.34008789])","Tomatoes, whole/pieces, prepared/preserved, no vinega","#d1ff00
","array([ 5.61189931, -1.37568774])"
634,3501,0,15.30078125,"array([2109.12329102, 2707.17248535])",Casein,"#d1ff00
","array([ 5.85703227, -2.07406247])"
635,101,0,15.217041015625,"array([2116.60705566, 2753.17407227])","Horses, live pure-bred breeding","#d1ff00
","array([ 5.81426579, -2.09328164])"
636,2607,0,15.4306640625,"array([2519.22070312, 2856.66601562])",Lead ores and concentrates,"#330000
","array([ 5.66815105, -1.38972915])"
637,8542,0,53.359619140625,"array([1202.72155762, 2563.58691406])","Monolithic integrated circuits, digital","#99ffff
","array([ 6.81379156, -2.03860283])"
638,8528,0,30.1444091796875,"array([1367.51727295, 2623.43725586])",Colour television receivers/monitors/projectors,"#99ffff
","array([ 6.56699363, -2.01885113])"
639,8518,0,18.448486328125,"array([1255.17822266, 2780.12329102])",Microphones and stands thereof,"#99ffff
","array([ 6.84711799, -1.91206528])"
640,8505,0,15.792724609375,"array([1284.56103516, 2727.93115234])","Metal permanent magnets, articles intended as magnets","#99ffff
","array([ 6.7470919 , -2.06969512])"
641,9012,0,15.07470703125,"array([1229.93017578, 2292.2434082 ])","Microscopes except optical, diffraction apparatus","#9c219c
","array([ 6.70054057, -1.89793995])"
642,9029,0,15.56689453125,"array([1783.32543945, 2253.44335938])",Revolution counters/taximeters/mileometers/pedometers,"#299fff
","array([ 6.33586145, -1.88386919])"
643,9030,0,17.694091796875,"array([1320.57983398, 2491.79418945])",Instruments to measure or detect ionising radiations,"#99ffff
","array([ 6.64609115, -2.0151913 ])"
644,8540,0,15.5224609375,"array([1247.08166504, 2519.40893555])","Colour cathode-ray television picture tubes, monitors","#99ffff
","array([ 6.76082074, -2.04968626])"
645,2939,0,15.519287109375,"array([1603.08898926, 2861.54638672])","Opium alkaloids, their derivs, in bulk, salts thereof","#9c9a87
","array([ 6.47969822, -2.36525584])"
646,704,0,15.144775390625,"array([2634.1451416 , 2789.60205078])","Cauliflowers and headed broccoli, fresh or chilled","#d1ff00
","array([ 5.63721349, -1.50453931])"
647,8805,0,15.093994140625,"array([1306.66345215, 2046.456604  ])","Aircraft launching and deck-arrestor gear, parts","#9c9a87
","array([ 6.63748827, -1.76171373])"
648,1901,0,16.62841796875,"array([2393.58496094, 2543.54394531])","Infant foods of cereals, flour, starch or milk, retai","#bf8845
","array([ 6.01894084, -1.86897648])"
649,1806,0,17.730224609375,"array([2389.42028809, 2351.95336914])","Cocoa powder, sweetened","#bf8845
","array([ 6.07657841, -1.82855481])"
650,406,0,18.88427734375,"array([2349.77807617, 2486.7923584 ])","Fresh cheese, unfermented whey cheese, curd","#bf8845
","array([ 6.05160246, -1.87937774])"
651,702,0,15.942626953125,"array([2620.28137207, 2833.89135742])","Tomatoes, fresh or chilled","#d1ff00
","array([ 5.57230433, -1.47821478])"
652,8309,0,15.653564453125,"array([2164.7598877 , 2437.30615234])","Corks, crown, of base metal","#ff0000
","array([ 6.10987088, -1.9089333 ])"
653,7325,0,16.00048828125,"array([2144.86987305, 2310.71362305])","Cast articles, of non-malleable cast iron nes","#299fff
","array([ 6.13963624, -1.88641558])"
654,6810,0,15.63134765625,"array([2373.76635742, 2455.08056641])","Building blocks, bricks of cement, or artificial ston","#ff0000
","array([ 6.10850077, -1.80516264])"
655,4415,0,15.291748046875,"array([2236.50012207, 2413.30786133])","Wooden cases, boxes, crates, drums and containers","#ff0000
","array([ 6.12199592, -1.85229407])"
656,9404,0,16.517333984375,"array([2553.72521973, 2253.69189453])",Mattress supports,"#33cc00
","array([ 6.04614171, -1.70397126])"
657,6304,0,15.28662109375,"array([2582.92919922, 2254.06274414])","Bedspreads, textile material, nes, knit or crochet","#33cc00
","array([ 6.0439183 , -1.64467494])"
658,6307,0,16.16748046875,"array([2610.51123047, 2193.15649414])","Floor & dish cloths, dusters, etc, textile material","#33cc00
","array([ 6.02526277, -1.58972519])"
659,8207,0,17.7340087890625,"array([1692.32574463, 2354.49414062])","Rock drilling, boring heads of sintered metal, carbid","#299fff
","array([ 6.33063026, -2.02898642])"
660,8454,0,15.4130859375,"array([1629.40844727, 2304.2800293 ])",Converters used in metallurgy or metal foundries,"#299fff
","array([ 6.30370105, -2.00037716])"
661,8459,0,15.657470703125,"array([1680.13574219, 2384.54980469])","Way-type unit head machines, metal working","#299fff
","array([ 6.33107609, -2.0132087 ])"
662,7007,0,16.2435302734375,"array([1831.55548096, 2270.19433594])","Safety glass (tempered) for vehicles, aircraft, etc","#299fff
","array([ 6.27028602, -2.00903333])"
663,8433,0,17.781494140625,"array([1703.98632812, 2498.52612305])","Mowers, powered, lawn, with horizontal cutting device","#299fff
","array([ 6.30287903, -1.97365267])"
664,8436,0,15.6796875,"array([1807.26037598, 2513.06738281])",Machinery for preparing animal feeding stuffs,"#299fff
","array([ 6.27947786, -1.90733397])"
665,6815,0,15.49658203125,"array([1587.85461426, 2486.06958008])",Non-electrical articles of graphite or other carbon,"#299fff
","array([ 6.47105081, -2.02471562])"
666,1202,0,15.10205078125,"array([2868.71264648, 2651.60107422])",Ground-nuts in shell not roasted or cooked,"#d1ff00
","array([ 6.05465151, -1.18808688])"
667,902,0,15.72119140625,"array([2881.3125    , 2689.98925781])","Tea, green (unfermented) in packages < 3 kg","#d1ff00
","array([ 6.07607749, -1.15003702])"
668,1003,0,16.0528564453125,"array([2014.31573486, 2721.42114258])",Barley,"#d1ff00
","array([ 6.15907301, -2.14285459])"
669,1001,0,22.7635498046875,"array([2011.54815674, 2762.05517578])",Durum wheat,"#d1ff00
","array([ 6.14120474, -2.20881296])"
670,1206,0,15.20361328125,"array([2302.0546875 , 2590.78808594])",Sunflower seeds,"#d1ff00
","array([ 6.20927072, -1.70212824])"
671,1005,0,19.13232421875,"array([2279.3840332 , 2668.86743164])",Maize (corn) seed,"#d1ff00
","array([ 6.24447679, -1.64447689])"
672,3306,0,15.50048828125,"array([2071.03979492, 2200.3840332 ])",Dentifrices,"#299fff
","array([ 6.01243231, -1.97268434])"
673,9306,0,15.59375,"array([1695.09362793, 2767.96142578])","Cartridges for rivet etc tools, humane killers, etc","#299fff
","array([ 6.50115006, -2.14280799])"
674,4813,0,15.1190185546875,"array([1371.14080811, 2070.10986328])","Paper, cigarette, in the form of booklets or tubes","#9c219c
","array([ 6.47700048, -1.81468035])"
675,7215,0,15.46826171875,"array([2193.15576172, 2604.2668457 ])","Bar/rod, cold formed/finished free cutting steel","#9c9a87
","array([ 6.00269755, -1.83218756])"
676,3406,0,15.26806640625,"array([2113.91894531, 1994.46783447])","Candles, tapers and the like","#9c9a87
","array([ 5.95722448, -2.32486896])"
677,3404,0,15.189697265625,"array([1346.11523438, 2016.17706299])","Artificial & prepared waxes, of modified lignite","#9c219c
","array([ 6.59272969, -1.8997481 ])"
678,3503,0,15.0380859375,"array([1368.87719727, 2430.83154297])","Gelatin & derivatives, isinglass, glues (animal) nes","#9c219c
","array([ 6.31304146, -1.77709718])"
679,4414,0,15.0048828125,"array([2106.0769043 , 2066.26635742])","Wooden frames for paintings, photographs, mirrors etc","#9c9a87
","array([ 5.99277421, -2.28884951])"
680,9209,0,15.0693359375,"array([1251.08459473, 2823.19335938])","Metronomes, tuning forks and pitch pipes","#99ffff
","array([ 6.92665345, -1.90530611])"
681,3505,0,15.36962890625,"array([1254.46118164, 2857.71289062])",Dextrins and other modified starches,"#99ffff
","array([ 6.97922547, -1.8979168 ])"
682,3212,0,15.195556640625,"array([1993.78271484, 2630.140625  ])",Stamping foils,"#730049
","array([ 6.15340748, -1.98844433])"
683,3808,0,18.639892578125,"array([1372.22375488, 2407.77636719])","Insecticides, packaged for retail sale","#9c219c
","array([ 6.32608556, -1.8045713 ])"
684,3504,0,15.128173828125,"array([1369.12988281, 2327.97021484])","Peptones, proteins and derivatives, nes, hide powder","#9c219c
","array([ 6.43475551, -1.85351824])"
685,2519,0,15.140380859375,"array([1377.6003418 , 2969.88244629])",Natural magnesium carbonate (magnesite),"#0576a6
","array([ 7.2126142, -2.2866194])"
686,7227,0,15.537353515625,"array([1363.59997559, 2907.56237793])","Bar/rod, of high speed steel, irregular coils","#0576a6
","array([ 7.18178614, -2.25814181])"
687,1504,0,15.08544921875,"array([2177.24829102, 2943.75805664])","Fish-liver oils, fractions, not chemically modified","#d1ff00
","array([ 5.45451506, -2.12210475])"
688,1302,0,15.535888671875,"array([2177.77160645, 2595.88623047])",Opium sap,"#730049
","array([ 6.02095789, -1.84927313])"
689,4809,0,15.033203125,"array([1264.8963623 , 2007.03057861])","Paper, carbon or similar width >36 cm","#9c219c
","array([ 6.72822336, -1.70985401])"
690,1214,0,15.085693359375,"array([1270.38037109, 1951.07189941])",Lucerne (alfalfa) meal and pellets,"#d1ff00
","array([ 6.77227145, -1.6746998 ])"
691,1208,0,15.021240234375,"array([2729.22351074, 2815.61328125])",Soya bean flour or meal,"#d1ff00
","array([ 5.44978733, -1.51080265])"
692,1207,0,15.332763671875,"array([2441.5682373 , 2161.52270508])",Palm nuts and kernels,"#d1ff00
","array([ 5.92779131, -1.73278612])"
693,2507,0,15.154052734375,"array([1103.60754395, 1991.38037109])",Kaolin and other kaolinic clays,"#9c9a87
","array([ 6.58540563, -1.62969798])"
694,2508,0,15.115966796875,"array([1952.83618164, 2706.48730469])",Bentonite,"#6e451e
","array([ 6.11834357, -2.18942578])"
695,2904,0,15.03955078125,"array([1949.01794434, 2742.78442383])","Sulphonated hydrocarbons, salts and ethyl esters","#6e451e
","array([ 6.09883299, -2.26521076])"
696,6813,0,15.032470703125,"array([1947.00646973, 2671.76367188])",Asbestos brake linings and pads,"#6e451e
","array([ 6.15505692, -2.09451067])"
697,2510,0,15.8623046875,"array([2125.89746094, 1746.11425781])","Natural calcium phosphates, unground","#6e451e
","array([ 5.49164734, -2.55472139])"
698,2809,0,16.031005859375,"array([2137.31506348, 1779.14245605])",Diphosphorus pentaoxide,"#6e451e
","array([ 5.52763963, -2.53812888])"
699,2516,0,15.1435546875,"array([2090.2331543 , 2201.88427734])","Granite, crude or roughly trimmed","#330000
","array([ 6.07285588, -2.00678981])"
700,2517,0,15.337158203125,"array([2369.4498291, 2595.4465332])","Pebbles, gravel, broken & crushed stone for aggregate","#ff0000
","array([ 6.1701849, -1.7514974])"
701,2302,0,15.053466796875,"array([2461.71911621, 2096.22399902])","Maize bran, sharps, other residues","#d1ff00
","array([ 5.88567414, -1.67969461])"
702,1006,0,18.2314453125,"array([2898.69604492, 2655.1862793 ])",Rice in the husk (paddy or rough),"#d1ff00
","array([ 6.04597438, -1.13773675])"
703,6402,0,18.06201171875,"array([2747.21923828, 2609.04907227])","Ski-boots etc, outer soles, uppers of rubber, plastic","#33cc00
","array([ 6.19485111, -1.42835852])"
704,3001,0,15.174560546875,"array([1371.43505859, 2021.8536377 ])","Glands and other organs, dried, for therapeutic uses","#9c219c
","array([ 6.59393783, -1.75171387])"
705,3909,0,16.65869140625,"array([1868.11315918, 2388.29443359])","Urea resins, thiourea resins, in primary forms","#299fff
","array([ 6.26718033, -1.95365715])"
706,2941,0,16.75341796875,"array([1190.7208252 , 2397.78173828])","Penicillins, derivatives, in bulk, salts","#9c219c
","array([ 6.54161429, -1.90300343])"
707,804,0,15.76513671875,"array([2480.26196289, 2582.29052734])","Dates, fresh or dried","#bf8845
","array([ 5.89500066, -1.77741039])"
708,8451,0,15.837890625,"array([1681.37023926, 2119.94384766])",Dry-cleaning machines,"#299fff
","array([ 6.2500265, -2.1295005])"
709,9608,0,15.69482421875,"array([1647.51379395, 2746.66943359])",Ball point pens,"#299fff
","array([ 6.42088618, -2.19422465])"
710,5404,0,15.03271484375,"array([2000.07434082, 2660.16235352])","Synthetic monofilament, >67 dtex, thickness < 1mm","#730049
","array([ 6.09681864, -2.03496798])"
711,3302,0,17.30615234375,"array([1374.96826172, 2111.73925781])",Mixed odoriferous substances - food & drink industrie,"#9c219c
","array([ 6.49952233, -1.83179448])"
712,6116,0,15.2470703125,"array([1350.72497559, 2590.12011719])","Gloves impregnated or coated with plastic,rubber, kni","#99ffff
","array([ 6.7855712 , -1.90945055])"
713,3005,0,15.7119140625,"array([1756.99023438, 2159.28942871])",Medical dressings etc. having an adhesive layer,"#299fff
","array([ 6.25532978, -2.06882648])"
714,3103,0,15.466796875,"array([1087.52758789, 2237.87353516])","Superphosphates, in packs >10 kg","#9c219c
","array([ 6.5033348 , -1.63274248])"
715,7508,0,15.01806640625,"array([1494.03222656, 2192.1105957 ])","Articles of nickel, nes","#299fff
","array([ 6.4318627 , -1.79590317])"
716,8420,0,15.0400390625,"array([1587.0958252 , 2829.31884766])","Calendering or rolling machines, not. for metals/glas","#299fff
","array([ 6.46829552, -2.41434406])"
717,9017,0,15.146728515625,"array([1763.76757812, 2634.28930664])",Drafting tables and machines,"#299fff
","array([ 6.30254842, -2.09346631])"
718,7113,0,21.661865234375,"array([2845.0723877 , 2499.36193848])","Jewellery and parts, silver, including plated silver","#330000
","array([ 6.13408994, -1.27895744])"
719,8464,0,15.4039306640625,"array([1576.1449585 , 2860.97045898])","Sawing machines for stone, ceramics and glass","#299fff
","array([ 6.47899496, -2.48376015])"
720,3303,0,16.88232421875,"array([1711.65283203, 2878.21142578])",Perfumes and toilet waters,"#6e451e
","array([ 6.58778971, -2.26205051])"
721,7311,0,15.390380859375,"array([2795.79724121, 2409.47839355])","Containers for compressed/liquefied gas, iron or stee","#33cc00
","array([ 6.08119547, -1.50704761])"
722,8447,0,15.3612060546875,"array([1480.33685303, 2841.9128418 ])","Circular knitting machines, diameter < 165 mm","#0576a6
","array([ 7.18205076, -2.16172968])"
723,8446,0,15.128173828125,"array([1675.17553711, 2882.08789062])","Machines for weaving fabric, width < 30 cm","#299fff
","array([ 6.40687001, -2.45531769])"
724,7224,0,15.631103515625,"array([1568.26379395, 2214.25170898])","Ingots, primary forms of alloy steel, except stainles","#299fff
","array([ 6.36123554, -1.81035266])"
725,4203,0,16.16015625,"array([2062.93603516, 1922.89245605])",Articles of apparel of leather or composition leather,"#6e451e
","array([ 5.90441653, -2.63818167])"
726,2918,0,15.8359375,"array([1266.42541504, 2354.59790039])","Lactic acid, its salts & esters","#9c219c
","array([ 6.41922326, -1.76870852])"
727,2930,0,16.27685546875,"array([1246.40722656, 2139.20849609])",Dithiocarbonates (xanthates),"#9c219c
","array([ 6.51830873, -1.76481398])"
728,1803,0,15.12060546875,"array([2799.1496582 , 2155.12939453])",Cocoa paste not defatted,"#d1ff00
","array([ 5.85252034, -1.1190501 ])"
